gstin,company_name,state_code,state_name,industry,size_type,annual_turnover,registration_date,years_old,address_id,is_fraud,fraud_type
17KLSUI3526H9ZO,"Prabhu, Badami and Chhabra",17,Meghalaya,Agriculture,medium,806261155.7,2002-05-26,24,711,0,none
05SPOOR4712H4ZT,Sridhar-Manne,05,Uttarakhand,Textile,medium,103694862.57,2013-05-23,13,214,1,shell_company
14LGUDR1362W6ZL,"Sampath, Mutti and Shukla",14,Manipur,Paper,small,40386127.42,2019-05-22,7,1082,0,none
18KXFLH2377U5ZN,"Mani, Nori and Swamy",18,Assam,IT Services,large,1756474477.78,2016-05-22,10,216,1,missing_returns
15IXGZI6186R5ZL,Gokhale-Chahal,15,Mizoram,Trading,small,7263711.42,2013-05-23,13,752,0,none
03ECZKT6123F9Z2,Tara LLC,03,Punjab,Food Processing,small,11806277.51,2017-05-22,9,440,0,none
21XQWJQ8380K2ZQ,Sem PLC,21,Odisha,Jewellery,small,27393547.49,2005-05-25,21,1755,0,none
09MOXXB9852X4ZE,Johal-Kibe,09,Uttar Pradesh,Textile,small,8735073.78,2002-05-26,24,829,0,none
10XGMQV3120U2ZR,"Golla, Rau and Sani",10,Bihar,Paper,small,37346303.37,2025-05-20,1,1210,1,fake_itc
13CAVPK7968E2Z7,Divan-Andra,13,Nagaland,Coal,large,6659433799.48,2006-05-25,20,791,0,none
11ACULJ0110X4ZF,Korpal Ltd,11,Sikkim,Paper,small,14207331.45,2024-05-20,2,108,0,none
06XMOVO7952E2ZL,"Bansal, Kibe and Barad",06,Haryana,Pharmaceuticals,small,5837521.29,2008-05-24,18,1531,0,none
23QHJWQ7687O9ZQ,"Seth, Bains and Vaidya",23,Madhya Pradesh,Food Processing,large,6825981748.16,2024-05-20,2,586,0,none
03HHGAM8175N2ZW,"Borde, Brar and Kant",03,Punjab,Jewellery,small,46477133.69,2020-05-21,6,660,0,none
24PWHZR6274Y9ZK,Vaidya-Dugar,24,Gujarat,Construction,small,25947799.73,2025-05-20,1,1178,0,none
16RPNVK4470L4ZR,Krish and Sons,16,Tripura,Steel,small,15475587.9,2015-05-23,11,1735,0,none
08OZIVT8576T7Z1,Seshadri PLC,08,Rajasthan,Textile,small,19146864.88,2006-05-25,20,1386,0,none
15XKXIC1051F3ZY,Bir and Sons,15,Mizoram,Trading,small,6981588.67,2005-05-25,21,48,0,none
36UWIHN9624H6ZK,"Sankar, Char and Goyal",36,Telangana,IT Services,small,39098358.67,2005-05-25,21,1565,0,none
24YIVSK6374H8ZQ,Bora-Sahota,24,Gujarat,Jewellery,large,2392387427.18,2002-05-26,24,156,0,none
06EIVOH4560P6ZK,Sinha-Goda,06,Haryana,Food Processing,small,32457736.46,2010-05-24,16,359,0,none
20HRWLW2646S1ZJ,"Acharya, Krishnamurthy and Samra",20,Jharkhand,Pharmaceuticals,medium,372448129.62,2018-05-22,8,78,0,none
15AOTIS9247P6ZO,"Vyas, Sawhney and Buch",15,Mizoram,Agriculture,medium,241630521.73,2023-05-21,3,1929,0,none
20WJGEH0141I1Z6,Trivedi and Sons,20,Jharkhand,Jewellery,small,39948967.54,2021-05-21,5,419,1,circular_trading
09XBNMM4569T4ZN,Banerjee-Parsa,09,Uttar Pradesh,Fertilizers,small,36171122.89,2024-05-20,2,1256,0,none
03MUUBG9760L5ZS,Bhagat-Kala,03,Punjab,Electronics,medium,287310962.37,2009-05-24,17,1337,0,none
29WBEAP1295X3ZE,"Iyengar, Dani and Pillay",29,Karnataka,Pharmaceuticals,small,21944200.81,2007-05-25,19,1485,0,none
24YMLMG4743L5ZV,"Taneja, Balasubramanian and Pradhan",24,Gujarat,Pharmaceuticals,small,48211446.7,2019-05-22,7,227,1,missing_returns
20IWGJT1916S6ZX,Krish-Hegde,20,Jharkhand,Automobile,medium,560488413.55,2018-05-22,8,1499,1,missing_returns
27DREYC3709Q6ZV,Vig Inc,27,Maharashtra,Textile,small,20072771.28,2011-05-24,15,36,0,none
14DUALS3972Q8Z1,"Patel, Samra and Ramaswamy",14,Manipur,Food Processing,large,9140223129.15,2022-05-21,4,861,0,none
10OGZRL8840S5ZD,"Munshi, Patel and Chada",10,Bihar,Paper,small,24943320.13,2007-05-25,19,346,0,none
12EAFUY5241L9ZL,Khalsa and Sons,12,Arunachal Pradesh,IT Services,large,6034053939.75,2009-05-24,17,1831,1,fake_itc
03PXSYH6937T2ZR,"Kara, Jain and Deo",03,Punjab,Agriculture,medium,328545585.64,2013-05-23,13,612,0,none
14GIGPA0331X9ZY,Roy Ltd,14,Manipur,Coal,small,14271001.99,2008-05-24,18,1824,0,none
01UNMMR7163B4Z1,Magar-Lalla,01,Jammu & Kashmir,Coal,medium,955402508.95,2021-05-21,5,1851,0,none
02TXSBR6490U8ZP,Sahota Ltd,02,Himachal Pradesh,IT Services,medium,90748262.7,2003-05-26,23,509,0,none
04KFHTP1608L8ZU,Badal LLC,04,Chandigarh,Food Processing,small,33084657.14,2010-05-24,16,1470,1,shell_company
17SRFDO3659L1Z1,"Ghosh, Kaul and Mistry",17,Meghalaya,Plastics,large,1632127353.01,2009-05-24,17,735,0,none
24MSJKK8498B4Z0,Vohra-Ravel,24,Gujarat,Construction,small,32682879.69,2013-05-23,13,700,0,none
19WISDX2541E5ZX,Tiwari-Sandal,19,West Bengal,Electronics,small,20956472.73,2009-05-24,17,828,1,shell_company
03PCDSX4738W7Z5,"Nagy, Sura and Wali",03,Punjab,Trading,small,38175885.26,2009-05-24,17,1040,0,none
21PKFOY0162G7ZL,"Kalita, Oak and Sundaram",21,Odisha,Food Processing,small,29043141.63,2001-05-26,25,161,0,none
14GGYDH5704G2ZF,Banerjee-Loyal,14,Manipur,Fertilizers,small,49817373.64,2012-05-23,14,1335,0,none
01VJIVA7101N8ZN,Sagar Group,01,Jammu & Kashmir,Jewellery,small,20796458.59,2010-05-24,16,1498,0,none
10EPIBU8872X3Z4,Sule-Wadhwa,10,Bihar,Automobile,small,8118127.46,2025-05-20,1,1571,0,none
17ELWZF7177N2ZH,Pau-Dani,17,Meghalaya,Fertilizers,medium,62223355.97,2003-05-26,23,498,0,none
32ZAVWR7364E2Z9,Munshi-Minhas,32,Kerala,Agriculture,large,9709954611.82,2019-05-22,7,1792,1,shell_company
03SCYNC4682M7ZY,"Randhawa, Gola and Gulati",03,Punjab,Plastics,small,36562016.94,2018-05-22,8,1263,0,none
10MNQEY3531V8ZD,"Sem, Bora and Lata",10,Bihar,Food Processing,medium,314175371.37,2004-05-25,22,64,0,none
32FJIRR1277E8ZV,"Bali, Natarajan and Dalal",32,Kerala,Paper,medium,602945086.73,2011-05-24,15,702,0,none
02VVTBK4071Y7ZV,Krish-Sahota,02,Himachal Pradesh,Chemicals,medium,641456055.1,2016-05-22,10,1630,1,fake_itc
18PNESY2510W2ZU,Aurora-Mital,18,Assam,Steel,small,23202428.28,2017-05-22,9,848,1,missing_returns
09OGSKJ4359E7ZG,Vora-Palan,09,Uttar Pradesh,Agriculture,small,46590310.3,2004-05-25,22,1365,0,none
32AWDHW5267I6Z3,"Saraf, Palan and Nagy",32,Kerala,Coal,medium,122983012.24,2012-05-23,14,1806,0,none
08XNLQA7808C6ZW,Wason Group,08,Rajasthan,Plastics,small,11000388.43,2002-05-26,24,1938,0,none
07OQTTY7730D5ZF,"Manne, Luthra and Chokshi",07,Delhi,Chemicals,small,21923282.04,2005-05-25,21,218,0,none
18URKSM0916A4ZN,Aggarwal-Sanghvi,18,Assam,Steel,small,38400883.29,2023-05-21,3,1184,0,none
20LWLFE0627Q4ZY,Loyal-Jaggi,20,Jharkhand,Jewellery,small,24080030.31,2012-05-23,14,207,1,shell_company
19QAKWM2814P1ZU,Srivastava-Karpe,19,West Bengal,IT Services,medium,241165464.9,2013-05-23,13,500,0,none
03KSAYZ2455X4ZD,Pingle-Bhat,03,Punjab,Jewellery,large,4858795239.06,2009-05-24,17,256,0,none
02WIZDP1843P9ZD,Morar-Mahal,02,Himachal Pradesh,Pharmaceuticals,small,4483944.53,2007-05-25,19,29,0,none
33CHDIU7009V1ZC,Bains-Sastry,33,Tamil Nadu,Cement,small,47032861.11,2019-05-22,7,528,0,none
13LTGIM2458U1Z9,Sampath Ltd,13,Nagaland,IT Services,small,29570100.14,2022-05-21,4,652,0,none
19JBFCY3166U3ZW,"Chad, Sachdev and Mutti",19,West Bengal,Electronics,small,45343571.28,2022-05-21,4,1344,0,none
02FJHTP1501S8ZC,Iyer-Deo,02,Himachal Pradesh,Construction,medium,284557410.18,2001-05-26,25,1111,0,none
23LKMWA6885K2ZM,"Kannan, Sha and Mani",23,Madhya Pradesh,Trading,medium,585966270.65,2025-05-20,1,1676,0,none
16ONHRQ0012W4Z2,Chacko-Varughese,16,Tripura,Textile,small,20330203.26,2020-05-21,6,1045,0,none
06WMJIC3281P9Z0,Ganesan PLC,06,Haryana,Pharmaceuticals,small,23555665.88,2015-05-23,11,1725,0,none
15MPZUV5678B3Z7,Mutti-Varughese,15,Mizoram,Cement,medium,306325260.41,2015-05-23,11,733,0,none
17QXGVF0451U3ZR,"Gade, Ramesh and Mall",17,Meghalaya,Coal,large,4402045606.92,2004-05-25,22,700,0,none
27WBYHV4236J6ZO,Oza LLC,27,Maharashtra,Cement,medium,387671873.13,2014-05-23,12,1473,0,none
10ZHVVN9376T1ZH,Jani-Chaudhari,10,Bihar,Fertilizers,large,7857078070.41,2014-05-23,12,211,0,none
32CTMGG8042N8ZC,Sarma Ltd,32,Kerala,Jewellery,medium,763361001.55,2024-05-20,2,1734,0,none
18APFTZ8247F8ZU,Sangha Ltd,18,Assam,Fertilizers,small,46243514.28,2012-05-23,14,613,0,none
24TIFGF5139L3ZR,"Manne, Nagar and Sachar",24,Gujarat,Agriculture,small,5702255.72,2011-05-24,15,1769,0,none
36WSWYQ4506Z3ZR,Verma Ltd,36,Telangana,Chemicals,small,7284881.47,2011-05-24,15,1076,0,none
24RUSRX3992N3ZN,Bajwa Group,24,Gujarat,Coal,small,28712443.36,2025-05-20,1,1335,0,none
09MTTSK0911T3ZL,Chandra LLC,09,Uttar Pradesh,IT Services,medium,727088486.51,2023-05-21,3,360,1,circular_trading
37ZFNSW7812S5ZG,"More, Thaman and Batra",37,Andhra Pradesh,Fertilizers,small,19666735.27,2014-05-23,12,132,0,none
32OEONX2208L7ZO,"Patel, Baral and Parmer",32,Kerala,Textile,large,2426620338.45,2019-05-22,7,309,0,none
14MIHPI4853O2Z1,Kuruvilla Ltd,14,Manipur,Fertilizers,medium,671532231.07,2007-05-25,19,190,0,none
07DTJNE5932U4ZT,Khosla-De,07,Delhi,Cement,small,34644000.96,2013-05-23,13,1688,1,missing_returns
33YEAEJ4576M8ZN,"Ravel, Srinivasan and Chawla",33,Tamil Nadu,Plastics,small,11713154.76,2019-05-22,7,34,0,none
33OKCEK8509W7ZT,"Srinivas, Bajaj and Prashad",33,Tamil Nadu,Pharmaceuticals,medium,319782666.07,2009-05-24,17,1816,0,none
22MOQLZ2629B4ZG,Yadav-Manne,22,Chhattisgarh,Pharmaceuticals,large,1881291899.78,2003-05-26,23,844,1,circular_trading
08TLZZN3307R6Z3,Tank-Prakash,08,Rajasthan,Plastics,small,29596985.11,2021-05-21,5,156,0,none
27VQNNC3940V1ZL,Taneja Ltd,27,Maharashtra,Plastics,small,30374614.96,2025-05-20,1,1305,0,none
04LPINQ1838J5ZE,"Pradhan, Panchal and Nayak",04,Chandigarh,Textile,small,25597110.94,2012-05-23,14,1115,0,none
10IMYWD0389I3ZN,Shenoy-Wali,10,Bihar,Fertilizers,small,14771684.32,2007-05-25,19,521,0,none
33VLUQA4150H1ZW,"Buch, Pillay and Sarma",33,Tamil Nadu,Textile,small,6525724.26,2012-05-23,14,1108,0,none
11GFFDT2532Z2ZK,Sheth-Bumb,11,Sikkim,Food Processing,medium,600040307.78,2016-05-22,10,321,1,shell_company
01VEYXB7158V6ZI,Naik Group,01,Jammu & Kashmir,Steel,medium,570166087.55,2011-05-24,15,247,0,none
32EPEZW7427I2ZO,"Sami, Bali and Garde",32,Kerala,Trading,small,41280115.95,2018-05-22,8,1410,0,none
27EBTMP8722J5ZD,Issac LLC,27,Maharashtra,Construction,medium,387041082.93,2010-05-24,16,432,0,none
20PGVOJ5195U5ZG,Dhingra Inc,20,Jharkhand,Trading,small,13798015.65,2008-05-24,18,263,0,none
19QNVIB8954D6ZB,Bhatt-Swaminathan,19,West Bengal,Agriculture,small,45742655.59,2022-05-21,4,956,0,none
16EBBGG5210D8ZQ,Tara and Sons,16,Tripura,Textile,small,14297604.81,2025-05-20,1,808,0,none
17RNHYK6422I7ZZ,Kumer and Sons,17,Meghalaya,Plastics,small,12517852.57,2025-05-20,1,776,0,none
24BHWMC0104T4Z6,Trivedi Ltd,24,Gujarat,Chemicals,medium,176120805.38,2014-05-23,12,1093,0,none
22YQAFG3416W6Z4,Bains-Oza,22,Chhattisgarh,Cement,small,46065496.0,2014-05-23,12,858,0,none
18HOBRC1403I9ZE,Comar Ltd,18,Assam,Construction,small,20502737.12,2015-05-23,11,549,1,missing_returns
06PWNTF2692L3ZZ,Kalita Ltd,06,Haryana,Pharmaceuticals,medium,982600353.87,2009-05-24,17,386,1,missing_returns
06POMGS0066X5Z3,Kar-Chada,06,Haryana,Agriculture,medium,241619947.09,2017-05-22,9,1781,0,none
21LMHPQ5456L7ZV,Patil Inc,21,Odisha,Coal,small,20477409.99,2011-05-24,15,1598,0,none
37AFRAM9497D1Z7,Taneja Ltd,37,Andhra Pradesh,Textile,medium,720473592.29,2016-05-22,10,1018,1,fake_itc
36IQHFM7116V9Z3,Choudhary Group,36,Telangana,Cement,medium,453126172.76,2023-05-21,3,1891,0,none
19PKNEK3005K8Z9,Sami-Ray,19,West Bengal,Paper,large,1993387888.88,2011-05-24,15,298,0,none
13IMEVO1781P9Z8,Ratta Ltd,13,Nagaland,Fertilizers,large,2481444003.61,2014-05-23,12,1183,0,none
22PQKQH7397L4Z3,"Sule, Ganesan and Tara",22,Chhattisgarh,Construction,medium,314195283.53,2024-05-20,2,934,0,none
36KDIOZ0846I5Z9,Rana Ltd,36,Telangana,Steel,medium,52153214.1,2017-05-22,9,122,0,none
24TALKD7904Y1Z2,"Borah, Sood and Kalita",24,Gujarat,Coal,small,27154621.51,2020-05-21,6,331,1,shell_company
06TNXTH4229W8ZJ,"Rege, Kuruvilla and Kalla",06,Haryana,Jewellery,medium,659972702.52,2022-05-21,4,1222,0,none
16RVKVI2739O9ZP,Nazareth-Nagy,16,Tripura,Coal,large,8555568332.28,2023-05-21,3,661,0,none
07ZTDQP7641K4ZZ,Bumb-Sengupta,07,Delhi,Textile,medium,501690697.11,2001-05-26,25,1902,0,none
08SGZEJ7019N7Z5,Hora-Solanki,08,Rajasthan,Cement,small,39267728.57,2014-05-23,12,2,1,shell_company
15CELZT4429A7ZS,"Dhillon, Dubey and Patel",15,Mizoram,Food Processing,small,29334552.55,2003-05-26,23,1245,0,none
37AHNQM7418O1ZJ,"Kurian, Chokshi and Agate",37,Andhra Pradesh,Jewellery,small,5449404.26,2016-05-22,10,1312,0,none
08OIIKX1483O9ZK,Mannan LLC,08,Rajasthan,Pharmaceuticals,small,31777013.31,2004-05-25,22,801,0,none
23XIUJR1920T8ZO,"Hari, Mital and Nori",23,Madhya Pradesh,Electronics,small,38998481.87,2021-05-21,5,114,0,none
32VLLKI6371F2Z0,Kale PLC,32,Kerala,IT Services,small,35661211.07,2018-05-22,8,1936,1,fake_itc
17TXMRJ8290K8ZO,Karpe-Basu,17,Meghalaya,Food Processing,small,39236795.83,2022-05-21,4,909,0,none
33OYQKJ8111O1ZW,Babu-Halder,33,Tamil Nadu,Jewellery,small,48272946.7,2010-05-24,16,321,1,circular_trading
20YAKMU2119S9Z1,Chhabra-Mammen,20,Jharkhand,Food Processing,small,30641681.49,2015-05-23,11,1791,0,none
13GLAQI3347S8ZX,"Doshi, Menon and Sethi",13,Nagaland,Electronics,small,44119742.94,2007-05-25,19,513,0,none
19IBZLF7285A2Z5,Chakraborty and Sons,19,West Bengal,Paper,small,11473266.46,2003-05-26,23,551,1,circular_trading
14TKRCD6972Z3ZI,"Konda, Solanki and Sha",14,Manipur,IT Services,small,37590176.94,2001-05-26,25,1045,0,none
04ZAHRE7052Y9ZQ,Sharaf-Sahota,04,Chandigarh,Construction,medium,950981564.72,2011-05-24,15,1135,0,none
22TWSTD1417T4ZA,Garg-Dua,22,Chhattisgarh,Textile,medium,357448996.9,2009-05-24,17,1110,0,none
29PWIRZ0102W1ZV,Zachariah-De,29,Karnataka,Pharmaceuticals,medium,156690640.08,2008-05-24,18,1479,1,shell_company
36BJYFY5848S1ZL,Gopal Group,36,Telangana,Steel,small,5287385.5,2001-05-26,25,842,0,none
23KHADQ1924O7ZQ,Mohanty-Nagy,23,Madhya Pradesh,Chemicals,small,35871330.51,2009-05-24,17,1483,0,none
24JNEUB8255I6ZE,Brahmbhatt Inc,24,Gujarat,Food Processing,small,29778793.75,2013-05-23,13,1,0,none
08FSGLK6491N7ZW,"Chowdhury, Srivastava and Keer",08,Rajasthan,Coal,medium,250527684.55,2009-05-24,17,585,0,none
19QWHYO7212B9ZY,Bhatia Group,19,West Bengal,Chemicals,medium,585362040.5,2002-05-26,24,662,1,shell_company
07UDDFM1279P7ZQ,"Aurora, Sur and Barad",07,Delhi,Steel,small,44844819.39,2020-05-21,6,1372,0,none
33OVYJG5176Q4ZP,"Kumar, Mukhopadhyay and Ramakrishnan",33,Tamil Nadu,Trading,small,19711666.92,2024-05-20,2,1298,0,none
32YVRMN5911N7ZX,"Taneja, Khatri and Nair",32,Kerala,Plastics,small,19781883.72,2006-05-25,20,1875,1,circular_trading
20KDLRD4284H5ZH,Narang-Nazareth,20,Jharkhand,Automobile,medium,718531722.31,2006-05-25,20,706,1,shell_company
11QMOTY1998E9ZB,Borah-Panchal,11,Sikkim,Electronics,small,34541307.92,2011-05-24,15,55,0,none
14DHWAT6522L4ZR,Lalla-Sekhon,14,Manipur,Steel,small,13842005.24,2005-05-25,21,150,0,none
01TEGSV4644S1Z1,Wali Inc,01,Jammu & Kashmir,Paper,small,37745100.83,2005-05-25,21,964,0,none
16QDBYC8255H8Z9,Bhatnagar Ltd,16,Tripura,Food Processing,small,6076775.54,2013-05-23,13,1119,0,none
15MMQIF8721G4ZI,"Krishna, Dara and Patla",15,Mizoram,Chemicals,small,44483483.11,2017-05-22,9,1009,0,none
16LELJR0965L3ZF,Ahluwalia-Saraf,16,Tripura,Steel,small,22734846.11,2016-05-22,10,72,0,none
08SEFVS5552Z1ZS,Sibal-Amble,08,Rajasthan,Cement,large,6632689067.93,2015-05-23,11,1812,0,none
19UGRUI7037X4ZL,Aurora and Sons,19,West Bengal,Fertilizers,small,32970273.25,2015-05-23,11,112,0,none
05ZYICK6652X8Z2,Arora PLC,05,Uttarakhand,Fertilizers,medium,543826604.96,2004-05-25,22,1560,0,none
19NLSTC2562U6ZI,Khalsa-Naidu,19,West Bengal,Electronics,medium,368550179.23,2022-05-21,4,898,0,none
06FQYBQ4451V4Z6,Vohra Ltd,06,Haryana,Plastics,small,48076964.34,2014-05-23,12,1933,0,none
20WROSO6870R2ZB,Khurana-Mistry,20,Jharkhand,Textile,medium,219010469.16,2022-05-21,4,1674,0,none
14RPKII3325Y1ZZ,Kurian-Zacharia,14,Manipur,Cement,medium,795277265.36,2022-05-21,4,1648,0,none
01RASQJ6926P5ZZ,Mitra-Vaidya,01,Jammu & Kashmir,Paper,medium,172083214.58,2014-05-23,12,610,0,none
32NWYIL5131G5ZN,"Muni, Ganesan and Mand",32,Kerala,Construction,small,22736931.97,2015-05-23,11,765,0,none
22LMLGS8383P6ZD,Chopra-Kohli,22,Chhattisgarh,Automobile,small,16378711.6,2004-05-25,22,1326,0,none
19LCAXB8680Z7ZF,Kunda and Sons,19,West Bengal,Pharmaceuticals,medium,996626334.45,2010-05-24,16,805,1,missing_returns
36SKTVH1890D3ZS,"Goyal, Om and Krishnamurthy",36,Telangana,Construction,small,26021695.73,2014-05-23,12,1659,0,none
08UTFJF9857L6Z8,Krishnan Inc,08,Rajasthan,Cement,medium,410770330.32,2002-05-26,24,424,0,none
11SMOCB4525Z8ZY,Kara-Banik,11,Sikkim,IT Services,small,34564589.49,2002-05-26,24,1925,0,none
03EJGSU2491S7ZL,Chatterjee-Tailor,03,Punjab,Cement,small,16309432.12,2015-05-23,11,457,0,none
19WAIQV3920U7ZM,Vohra-Parikh,19,West Bengal,Plastics,medium,162214217.73,2021-05-21,5,111,0,none
12RKBNW9880J9ZG,Shankar-Rege,12,Arunachal Pradesh,Electronics,medium,395748420.63,2019-05-22,7,1769,0,none
36TWRMQ6249P3ZU,Tara-Dhillon,36,Telangana,Plastics,small,35454706.69,2011-05-24,15,686,0,none
12HPSAC1566T2ZU,Dugal Inc,12,Arunachal Pradesh,Trading,small,48749786.19,2003-05-26,23,1927,0,none
16AROFS1935P5Z0,"Mani, Som and Taneja",16,Tripura,Textile,small,22858824.17,2020-05-21,6,1117,0,none
33NBMCD6027U6ZE,"Biswas, Nagy and Jani",33,Tamil Nadu,Jewellery,medium,499275164.41,2012-05-23,14,1365,0,none
37JOEFJ8634A7ZM,"Sachdev, Vig and Kohli",37,Andhra Pradesh,Textile,small,9096430.02,2004-05-25,22,1594,0,none
33SPFGY5461X4ZW,Singhal LLC,33,Tamil Nadu,Paper,small,9519136.46,2016-05-22,10,1078,1,fake_itc
22ITGHJ0682Y1ZH,"Palan, Morar and Chaudhary",22,Chhattisgarh,Jewellery,medium,550018601.63,2002-05-26,24,101,0,none
37OITVY7731A6Z7,Sengupta-Naidu,37,Andhra Pradesh,Textile,small,45415032.5,2022-05-21,4,1139,0,none
36RKPUG4025Y9Z1,Lalla and Sons,36,Telangana,Plastics,medium,796515662.24,2019-05-22,7,606,0,none
13TGFHL2591P3ZJ,"Bora, Maharaj and Nigam",13,Nagaland,Paper,small,31574323.75,2020-05-21,6,153,0,none
12AFHOQ2909D5ZA,Ramanathan-Talwar,12,Arunachal Pradesh,Agriculture,small,24715428.28,2005-05-25,21,1540,1,fake_itc
14AMXOE0354N7ZB,"Mittal, Naik and Dasgupta",14,Manipur,Agriculture,small,28719193.49,2007-05-25,19,900,1,missing_returns
27HZGLF4534J9ZW,"Kuruvilla, Mohanty and Comar",27,Maharashtra,Jewellery,small,7435111.33,2011-05-24,15,1294,0,none
20NYGUP3925F6Z4,Thaker-Konda,20,Jharkhand,IT Services,small,15328060.12,2010-05-24,16,899,0,none
21EDNNL3879C9Z7,"Goswami, Mital and Halder",21,Odisha,Coal,small,30446115.09,2015-05-23,11,1370,1,fake_itc
18WFSVB7930J6ZH,Oza-Bava,18,Assam,Cement,small,28425399.79,2018-05-22,8,583,0,none
02IOOHY2168D3ZM,Nair-Rau,02,Himachal Pradesh,Construction,large,9192459221.91,2018-05-22,8,1587,0,none
27KGJUW3939S9ZB,Toor-Din,27,Maharashtra,Plastics,small,37051331.89,2020-05-21,6,246,0,none
20KAMMQ6581W8ZM,Sachar Group,20,Jharkhand,Cement,small,30223504.64,2012-05-23,14,961,0,none
15FQNGL3045P9ZU,Dave-Yohannan,15,Mizoram,Agriculture,medium,766376309.49,2025-05-20,1,1406,0,none
21HZRLD3987Y1ZF,"Bora, Taneja and Bansal",21,Odisha,Textile,medium,725136757.81,2011-05-24,15,1413,0,none
05KDNIK0667N8ZH,"Pradhan, Zacharia and Nazareth",05,Uttarakhand,Electronics,small,11758243.89,2011-05-24,15,1129,0,none
32USUEU3087R8ZC,"Gopal, Boase and Manne",32,Kerala,Fertilizers,small,2343005.36,2004-05-25,22,675,0,none
23IFOAF3644G6ZC,"Roy, Savant and Wali",23,Madhya Pradesh,Cement,medium,72833655.27,2002-05-26,24,169,1,shell_company
29EBPLB1132O1ZL,Kota and Sons,29,Karnataka,Coal,large,3019551068.9,2009-05-24,17,1166,0,none
36VUCZS1044A7ZM,Loke Group,36,Telangana,Pharmaceuticals,small,12356039.42,2009-05-24,17,836,0,none
18GXFWU7941R7Z1,Choudhry-Ganguly,18,Assam,Agriculture,small,46846755.17,2004-05-25,22,973,0,none
16JYOLG9728K8Z4,Devi PLC,16,Tripura,Chemicals,large,3642976815.64,2014-05-23,12,367,0,none
11RUNPN0698Q8ZJ,"Saha, Chaudhari and Keer",11,Sikkim,Automobile,small,16014131.46,2015-05-23,11,737,0,none
29MDNDY0237X5ZP,Atwal-Bakshi,29,Karnataka,Steel,small,27103853.35,2013-05-23,13,244,1,circular_trading
14TVCQQ9060I8ZW,Wadhwa PLC,14,Manipur,Pharmaceuticals,small,41804471.13,2024-05-20,2,688,0,none
18HYODQ0856U7ZT,"Walia, Banerjee and Mangat",18,Assam,Trading,small,22980548.85,2006-05-25,20,714,0,none
24SXVYX2622J8ZI,Arora-Sanghvi,24,Gujarat,Food Processing,small,39018341.25,2016-05-22,10,1877,1,circular_trading
24CASGB7261I7ZZ,Gokhale-Pall,24,Gujarat,Construction,medium,781893465.21,2004-05-25,22,1495,0,none
02GFXSA7878R7Z5,"Apte, Narain and Virk",02,Himachal Pradesh,Food Processing,small,2491787.92,2015-05-23,11,1179,0,none
13CLONL0895D7Z0,Desai-Tata,13,Nagaland,Steel,medium,268331616.11,2018-05-22,8,1284,0,none
18HPROJ1224E6Z2,Krish Ltd,18,Assam,Construction,small,18760686.12,2022-05-21,4,864,1,fake_itc
04DKNKU1783P5Z5,Sarin PLC,04,Chandigarh,IT Services,small,4876501.31,2014-05-23,12,1156,0,none
21NUDXQ0349B5ZL,"Golla, Bose and Shanker",21,Odisha,Plastics,small,45595091.38,2023-05-21,3,518,0,none
15CKAGT3423V9ZJ,"Chandran, Dhar and Pandey",15,Mizoram,Paper,small,36963216.06,2002-05-26,24,756,0,none
09CROWV9852Q8Z1,Hayre Inc,09,Uttar Pradesh,Chemicals,medium,820055293.44,2025-05-20,1,1655,0,none
07LPYTI1447P5ZH,"Garde, Raj and Babu",07,Delhi,Trading,small,38619178.26,2012-05-23,14,554,1,shell_company
01ULDJH3301N3ZF,"Nadig, Parmar and Tailor",01,Jammu & Kashmir,Automobile,small,7898288.8,2008-05-24,18,1409,1,sudden_spike
12IVOJY8678K1ZX,Deshpande Inc,12,Arunachal Pradesh,Plastics,small,4964427.3,2008-05-24,18,1853,1,sudden_spike
09QNEAE0320V3ZN,"Bhargava, Ramaswamy and Krish",09,Uttar Pradesh,Coal,large,7599728420.73,2009-05-24,17,509,0,none
05KEGEK4942T6Z6,"Pillai, Kale and Bhatia",05,Uttarakhand,Fertilizers,small,42537136.54,2022-05-21,4,1562,0,none
13NLSTP1526Z2ZM,Bhatia-Kamdar,13,Nagaland,Paper,small,44471633.73,2010-05-24,16,322,0,none
33VTKNS6893M7Z2,"Mitter, Saini and Dutta",33,Tamil Nadu,Fertilizers,medium,80161150.41,2019-05-22,7,155,0,none
13DSUWM5339R9ZO,"Virk, Hayer and Prashad",13,Nagaland,Automobile,small,17307104.99,2019-05-22,7,1993,1,fake_itc
22YSNCK5021B2ZO,Singhal Ltd,22,Chhattisgarh,Fertilizers,medium,750722878.94,2009-05-24,17,1259,1,fake_itc
21WYBJU6249L8ZP,Thakkar-Magar,21,Odisha,IT Services,medium,600811933.08,2023-05-21,3,173,1,shell_company
01RUAKE7320E7ZL,"Soni, Vig and Shere",01,Jammu & Kashmir,Chemicals,medium,519734025.56,2016-05-22,10,1309,0,none
20DYYCU9194U2ZP,"Apte, Bir and Mishra",20,Jharkhand,Agriculture,large,2128353436.18,2024-05-20,2,124,1,missing_returns
17HCWVX4637Q2ZC,Shan-Walla,17,Meghalaya,Coal,small,43628417.12,2005-05-25,21,866,0,none
17KYBNK0396F2ZS,Panchal-Vaidya,17,Meghalaya,Pharmaceuticals,large,5239398851.03,2011-05-24,15,402,0,none
