gstin,industry,state_code,years_old,size_type,annual_turnover,filing_rate,missing_returns,avg_delay_days,avg_itc_ratio,total_itc_claimed,total_tax_paid,total_outward_supply,avg_monthly_sales,sales_volatility,spike_ratio,invoices_issued,invoices_received,invoice_match_rate,unique_buyers,unique_suppliers,companies_same_address,is_fraud,fraud_type,avg_itc_ratio_is_outlier,spike_ratio_is_outlier,avg_monthly_sales_is_outlier,sales_volatility_is_outlier,avg_delay_days_is_outlier
24NYVCT4725V1Z5,Plastics,24,25,small,34512118.0,0.9444,1,6.78,0.7499,7083088.4,2281079.24,57630416.15,3390024.48,0.2919,1.34,40,30,0.85,40,30,3,0,none,0,0,0,0,0
21QCWUN6919U6ZP,Plastics,21,24,small,19361461.13,0.9444,1,2.83,0.7495,3269531.65,1038286.22,30737715.26,1808100.9,0.2777,0.9738,32,40,0.8438,32,40,5,0,none,0,0,0,0,0
32HEGEC5292K7Z3,Textile,32,5,large,7649933987.96,0.9444,1,4.89,0.7741,1726330948.32,467565801.56,13344100811.04,382712522.52000004,0.2709,1.3029,45,39,0.9333,45,39,2,0,none,0,0,1,0,0
21BJLRE6363K4ZU,IT Services,21,10,large,8644773329.23,1.0,0,1.61,0.7457,1991197865.02,616974264.24,15980645175.7,382712522.52000004,0.2597,0.9823,34,36,0.9706,34,36,2,0,none,0,0,1,0,0
27YNPKM9858F3ZG,Pharmaceuticals,27,24,small,39422048.26,0.9444,1,6.39,0.7469,7133351.64,2488298.32,68120548.31,4007091.08,0.291,0.6874,44,44,0.8864,44,44,6,0,none,0,0,0,0,0
22AHTQM9972D8ZX,Coal,22,18,medium,897879471.23,1.0,0,4.72,0.7716,223284905.82,60904510.07,1713746946.56,95208163.7,0.2878,0.9011,45,52,0.8444,45,52,3,0,none,0,0,0,0,0
04YASIL4522N3ZS,Trading,4,16,small,14420536.96,0.8889,2,2.22,0.7423,2403935.52,950804.22,20185153.99,1261572.12,0.3573,0.9007,41,39,0.9024,41,39,5,0,none,0,0,0,0,0
14MCADM7214B5ZS,Construction,14,25,small,13725149.08,0.9444,1,4.83,0.7244,2590639.88,1016051.23,22379674.39,1316451.43,0.2912,0.7078,49,37,0.8571,49,37,7,1,circular_trading,0,0,0,0,0
32JLNZW6286Y4ZD,IT Services,32,8,small,6852839.88,0.9444,1,6.78,1.7029,2849548.01,0.0,10427576.81,613386.87,0.2694,1.1795,32,46,0.8438,32,46,4,1,fake_itc,1,0,0,0,0
15QWNPD4520Q2ZG,Automobile,15,2,small,22448240.91,1.0,0,2.33,0.7639,5399047.62,1691924.67,46044456.12,2558025.34,0.2634,0.976,26,47,0.8077,26,47,5,0,none,0,0,0,0,0
08DCGJJ3514T2Z4,Pharmaceuticals,8,1,small,13617581.33,0.8889,2,3.22,0.7427,2531812.42,951192.08,23052687.75,1440792.98,0.2519,0.8242,32,37,0.9375,32,37,2,0,none,0,0,0,0,0
15HSEXU4089W6ZN,Plastics,15,5,small,44016282.31,1.0,0,6.22,0.7413,7357513.57,2658548.21,81794246.55,4544124.81,0.3321,1.4334,43,44,0.8605,43,44,6,0,none,0,0,0,0,0
05FBICB5901M1Z5,Steel,5,8,medium,667134470.89,0.8333,3,0.94,0.7566,122041757.75,40351647.89,1066658231.44,71110548.76,0.2599,1.1375,43,30,0.9767,43,30,1,0,none,0,0,0,0,0
02UJDBR2649U4ZX,Automobile,2,18,small,8532280.2,0.9444,1,2.39,0.7746,1834179.23,620158.23,14612359.92,859550.58,0.345,1.3083,43,47,0.9302,43,47,3,0,none,0,0,0,0,0
14DVCRR6737N2Z8,IT Services,14,11,small,23052239.69,0.9444,1,5.0,1.7519999999999996,11851145.05,0.0,45043876.5,2649639.79,0.25,1.1055,40,34,0.9,40,34,4,1,fake_itc,1,0,0,0,0
36IZKDQ3526V5ZC,Food Processing,36,7,small,18672196.59,0.8333,3,7.28,0.7844,2789609.16,755231.88,26813123.0,1787541.53,0.3468,1.0685,34,39,0.8824,34,38,2,0,none,0,0,0,0,0
19FJBFR9365A6ZB,Coal,19,11,small,25859566.94,0.9444,1,7.94,0.728,5289075.54,1697755.39,44418233.81,2612837.28,0.2372,1.113,36,28,0.9167,36,28,6,0,none,0,0,0,0,0
17CRXVV3789L3ZR,Coal,17,16,small,14149376.26,1.0,0,1.06,0.7245,3061097.44,1183692.56,26715681.6,1484204.53,0.2833,1.3662,52,26,0.8846,52,26,5,0,none,0,0,0,0,0
37HKUGH2043R9ZI,Plastics,37,10,small,8043485.03,0.9444,1,0.39,0.7193,1317767.59,518891.09,11857755.88,697515.05,0.351,1.0003,42,42,0.8333,42,42,2,0,none,0,0,0,0,0
22LUUMP7859J7ZB,Steel,22,5,small,44525742.6,1.0,0,9.89,0.7025,9320896.39,4129309.69,79807662.31,4433759.02,0.1938,1.0424,31,39,0.7742,31,39,2,0,none,0,0,0,0,0
01MWGZT6070T4ZJ,IT Services,1,15,small,29055980.61,1.0,0,4.06,0.7652,6450008.18,1884091.69,52573879.06,2920771.06,0.3173,1.4057,36,35,0.8611,36,35,2,0,none,0,0,0,0,0
05JYUSH1301B4ZT,Construction,5,22,medium,533089752.4,0.6111,7,7.67,0.7257,81870596.3,31191012.22,613586549.23,55780595.38,0.2437,1.0373,35,48,0.8571,35,47,5,1,missing_returns,0,0,0,0,0
09YYLOE9474I7ZQ,Agriculture,9,10,medium,761033851.66,0.9444,1,2.94,0.7515,139373386.36,47921724.41,1161179044.18,68304649.66,0.3265,1.381,45,50,0.9111,45,50,2,0,none,0,0,0,0,0
23QVTWE7748V3Z2,Steel,23,17,small,42800311.26,1.0,0,2.94,0.7708,10885986.38,3437512.54,85441352.52,4746741.81,0.2607,1.0894,46,42,0.8696,46,42,1,0,none,0,0,0,0,0
22HAFZK6134I1ZR,Pharmaceuticals,22,9,medium,419966756.7,1.0,0,2.83,0.7458,89494486.53,32902922.39,737485083.66,40971393.54,0.3235,0.859,42,31,0.8571,42,31,4,0,none,0,0,0,0,0
12CEJNY9397Z3Z8,Food Processing,12,2,small,33192771.3,1.0,0,3.61,0.7537,9757756.01,3120030.72,68099144.79,3783285.82,0.288,1.3119,49,46,0.9184,49,46,6,0,none,0,0,0,0,0
21IJUYZ9494P5ZL,Automobile,21,20,small,35562171.08,0.9444,1,5.28,0.7457,7011128.43,2415519.61,55744845.57,3279108.56,0.3397,0.8421,41,43,0.9512,40,43,3,0,none,0,0,0,0,0
37TVZLT1496Y3ZF,Jewellery,37,4,small,8621764.08,0.9444,1,5.11,0.7424,1728954.33,666699.06,16139393.66,949376.1,0.2591,1.0084,28,38,0.8929,28,37,1,0,none,0,0,0,0,0
16LEGXQ9638V7ZV,Automobile,16,16,small,45324988.14,0.8889,2,1.44,0.7337,8622222.51,2857925.98,84530000.53,5283125.03,0.2028,1.0696,26,43,0.7308,25,43,5,0,none,0,0,0,0,0
08CAEOO0408L1Z4,Automobile,8,8,small,42799569.07,1.0,0,3.28,0.7712,12244900.38,3642584.34,88292583.28,4905143.52,0.2342,0.9524,45,34,0.8889,45,34,4,0,none,0,0,0,0,0
08CDMFY9750Y3Z3,Jewellery,8,20,medium,900365727.11,0.9444,1,5.94,0.7509,161554929.33,52497447.82,1365852885.88,80344287.4,0.3528,0.8251,33,40,0.8788,33,40,4,0,none,0,0,0,0,0
17DOAPM1560F2Z7,IT Services,17,12,small,30618030.79,0.9444,1,6.5,0.7452,5891899.31,2058237.15,48223040.52,2836649.44,0.332,1.2597,35,47,0.8857,35,47,7,0,none,0,0,0,0,0
23IKAGB3676X8ZW,Steel,23,15,small,39898873.67,0.9444,1,8.78,0.7737,7767750.58,2416376.82,63145208.26,3714424.02,0.3556,1.0164,42,46,0.881,42,46,4,0,none,0,0,0,0,0
07EAYNB4069O6ZA,Food Processing,7,24,small,47447210.15,0.9444,1,3.78,0.7748,11872377.53,3484633.52,73232710.77,4307806.52,0.2888,1.0713,47,49,0.9574,47,49,3,0,none,0,0,0,0,0
01BNOMJ7435A6ZG,Trading,1,11,small,31693424.16,1.0,0,2.33,0.7047,17725431.87,2475466.82,163344212.86,9074678.49,0.9663999999999997,4.10055,32,38,0.875,32,38,6,1,sudden_spike,0,1,0,1,0
15EGKHK4591D5ZI,Pharmaceuticals,15,10,medium,922915270.66,0.9444,1,8.0,0.744,198158102.26,71112493.73,1522838446.02,89578732.12,0.2911,1.2024,47,48,0.8298,47,48,8,0,none,0,0,0,0,0
18HRXRR9143V4ZS,Automobile,18,19,large,1959572641.79,0.8889,2,2.94,1.7519999999999996,1659657725.18,0.0,2847705417.9,177981588.62,0.2815,1.02,45,48,0.9333,45,48,3,1,fake_itc,1,0,0,0,0
36XSXLZ4858N9ZX,Agriculture,36,15,small,5618063.55,0.8889,2,5.67,0.725,1143927.7,399333.94,9912098.68,619506.17,0.2197,0.7064,25,34,0.92,25,34,3,0,none,0,0,0,0,0
03BQYLD4956U8Z8,Agriculture,3,7,small,4514475.13,0.8333,3,0.67,0.768,909649.21,266458.4,7156889.19,477125.95,0.2638,1.1546,27,48,0.8519,27,48,2,0,none,0,0,0,0,0
06HFVLG6599I4Z2,Textile,6,9,small,16050820.25,0.8889,2,7.11,0.7666,3828081.9,1210338.62,26999398.11,1687462.38,0.2649,0.9084,51,43,0.902,51,43,2,0,none,0,0,0,0,0
21PKBNL3598S3ZD,Construction,21,22,large,7527379210.53,0.9444,1,3.94,0.7508,1402750426.91,470249245.4,13027535762.66,382712522.52000004,0.3253,1.0089,35,46,0.8857,35,45,3,0,none,0,0,1,0,0
07ZUDJX9912A9ZV,Cement,7,22,small,29653148.06,0.8889,2,4.72,1.7519999999999996,21418176.83,1742852.7,2390591.42,149411.96,0.2807,0.9306,42,46,0.8571,41,46,5,1,shell_company,1,0,0,0,0
19CGSEU3057A6Z5,Automobile,19,14,medium,93868848.4,0.9444,1,8.06,0.7329,21686210.71,8119218.61,163417455.74,9612791.51,0.2799,0.8551,35,38,0.8857,35,38,6,0,none,0,0,0,0,0
07AXGVZ8461Q6Z1,IT Services,7,20,medium,621960345.64,1.0,0,4.89,0.7394,112419081.11,38847515.08,1061870892.67,58992827.37,0.3546,1.0218,39,52,0.9487,39,52,3,0,none,0,0,0,0,0
15WUVAM0049D5ZP,Construction,15,15,small,4442322.53,0.9444,1,1.22,0.7759,912178.54,242202.16,7053863.75,414933.16,0.2838,0.9673,54,39,0.8704,53,39,5,0,none,0,0,0,0,0
24PSRZX2346U7ZP,Fertilizers,24,23,small,10950010.37,1.0,0,3.39,0.7671,2532679.05,716193.33,20830459.32,1157247.74,0.3243,1.4403,42,39,0.8333,42,39,3,0,none,0,0,0,0,0
37JMMHA3984D9ZJ,Trading,37,25,small,25974673.26,0.9444,1,0.56,0.7769,6969190.06,1967052.46,48470084.29,2851181.43,0.2948,0.8432,44,38,0.8636,44,38,1,0,none,0,0,0,0,0
09ENWQG7651G5ZL,Electronics,9,21,small,11837808.63,0.8333,3,5.67,0.7385,2280082.74,776603.7,18923764.02,1261584.27,0.2383,0.6331,41,54,0.9024,41,54,6,0,none,0,0,0,0,0
19WVNVX1504D4ZI,Textile,19,10,medium,950671512.16,1.0,0,3.06,0.7363,186867029.27,63623152.78,1741817999.75,96767666.65,0.3047,0.9386,42,44,0.881,42,44,2,0,none,0,0,0,0,0
37UKYMJ8274W7ZY,Textile,37,10,small,28306700.68,0.9444,1,3.89,0.7554,5001024.85,1556944.53,45463839.38,2674343.49,0.2465,0.8871,42,38,0.8095,42,38,2,0,none,0,0,0,0,0
08OXKVI4498O7ZX,Coal,8,24,small,21241794.06,0.7222,5,5.78,0.7595,3594143.0,1206282.26,29765602.23,2289661.71,0.2198,0.6913,50,45,0.82,50,44,4,1,missing_returns,0,0,0,0,0
16ZBJAR9814K6ZL,Electronics,16,16,small,15800870.03,0.9444,1,1.39,0.7306,3875203.62,1462873.13,28898253.93,1699897.29,0.2434,1.1373,42,47,0.8571,42,46,2,0,none,0,0,0,0,0
18NNPNZ4221N2Z9,Jewellery,18,23,small,44739736.65,0.9444,1,2.89,0.7074,37304252.51,3491353.43,318099692.17,18711746.6,0.9663999999999997,4.10055,38,52,0.8684,38,52,2,1,sudden_spike,0,1,0,1,0
20VMRQL6034J7Z1,Automobile,20,19,small,9786900.81,0.9444,1,2.56,0.7702,2205466.21,684564.83,16696421.93,982142.47,0.2864,0.8287,40,38,0.825,40,38,2,0,none,0,0,0,0,0
03GBCSZ8288D2Z6,IT Services,3,22,small,18974803.66,1.0,0,2.5,0.7507,4373540.46,1396414.01,30164162.03,1675786.78,0.3225,1.0323,31,28,0.7742,31,28,3,0,none,0,0,0,0,0
18INIDH1332N8ZQ,Jewellery,18,15,medium,547118325.16,1.0,0,1.39,0.7152,115065558.11,45280475.44,874345202.58,48574733.48,0.3514,0.9147,46,39,0.9348,46,39,3,0,none,0,0,0,0,0
03YYWFN7023M7Z1,Construction,3,22,large,8270968732.0,0.8889,2,8.67,0.7538,1410111566.46,508045815.92,12578122999.74,382712522.52000004,0.3314,1.0626,44,47,0.75,44,47,2,0,none,0,0,1,0,0
23UJXNR0693V7ZC,Steel,23,20,medium,603996498.46,0.8889,2,5.78,0.7763,124077847.63,36859041.76,954748588.69,59671786.79,0.2905,0.9056,37,45,0.9459,37,45,4,0,none,0,0,0,0,0
27VTDWY3471G7Z8,Trading,27,5,small,43280281.91,0.9444,1,5.22,0.7477,8269047.44,3060537.02,75611671.93,4447745.41,0.3768,1.4384,37,36,1.0,37,36,2,0,none,0,0,0,0,0
04MPEMS6908E8ZE,Pharmaceuticals,4,22,medium,639143202.81,0.8889,2,4.67,0.7358,118207180.62,42600363.92,955729056.46,59733066.03,0.3411,0.9141,33,43,0.9091,33,43,4,0,none,0,0,0,0,0
24TWVEY4117Z6ZE,Pharmaceuticals,24,21,small,18888458.87,1.0,0,8.44,0.7542,4278597.19,1320234.14,35511757.46,1972875.41,0.2197,1.0881,51,32,0.8627,51,32,3,0,none,0,0,0,0,0
13EHZHR1034U4ZN,Jewellery,13,2,small,15821545.07,1.0,0,9.28,1.7519999999999996,9587314.47,0.0,25557911.61,1419883.98,0.3536,0.7216,39,37,0.8718,39,37,3,1,fake_itc,1,0,0,0,0
05JIRCH2639T9ZS,Electronics,5,22,small,9661998.29,0.8889,2,4.78,0.7484,1457299.86,442461.14,13555843.95,847240.25,0.2487,1.5086,45,35,1.0,45,35,4,0,none,0,0,0,0,0
36HHTJM3772H3Z6,Pharmaceuticals,36,19,medium,887872306.9,0.9444,1,2.61,0.7603,186392530.59,61040120.96,1615279743.24,95016455.48,0.2709,1.2679,47,37,0.8936,47,36,4,0,none,0,0,0,0,0
29MDHHU0904V9ZL,Construction,29,22,small,35094063.37,0.8889,2,5.83,1.7519999999999996,51820502.15,2308138.98,3025633.41,189102.09,0.2871,0.8256,41,32,0.9024,39,31,1,1,shell_company,1,0,0,0,0
37DWMQM3234O6Z4,Construction,37,11,small,28755981.18,1.0,0,5.94,0.7204,6363503.27,2490586.24,56005120.15,3111395.56,0.2694,1.3247,55,39,0.9273,55,39,5,0,none,0,0,0,0,0
10MCXKC8227X3ZR,Food Processing,10,15,medium,840655329.69,0.9444,1,2.67,0.7243,181173903.78,67026188.65,1515519670.18,89148215.89,0.2646,0.9737,49,35,0.8776,49,35,5,1,circular_trading,0,0,0,0,0
03IYCXV2201T9ZV,Fertilizers,3,6,medium,821738347.22,1.0,0,5.89,0.7443,146056765.18,51980270.69,1408536797.96,78252044.33,0.3573,1.1965,29,43,0.8276,29,43,1,0,none,0,0,0,0,0
07FWOVP6041T2ZJ,Cement,7,12,small,29233245.15,0.9444,1,3.83,0.7435,7069496.76,2218493.72,50475485.59,2969146.21,0.2772,0.8541,45,31,0.8444,44,30,3,0,none,0,0,0,0,0
12IRCHE7091F1ZZ,Agriculture,12,20,small,2185053.37,0.8333,3,3.11,0.7544,401108.45,121546.22,3470558.1,231370.54,0.2298,1.2346,38,33,0.8947,38,33,4,0,none,0,0,0,0,0
32GKWKH2178N2ZQ,Chemicals,32,6,medium,981550435.18,0.8889,2,4.67,0.7075,181517994.75,78156690.89,1511066256.97,94441641.06,0.2605,0.8467,48,24,0.8958,48,24,3,0,none,0,0,0,0,0
01QMDXY3534B9Z2,Agriculture,1,22,small,4706154.2,0.9444,1,7.17,1.7519999999999996,2569792.2,0.0,7380924.14,434172.01,0.3776,0.7562,35,58,0.8857,35,58,5,1,fake_itc,1,0,0,0,0
07ETFAP8629K9Z1,Coal,7,15,medium,319501976.16,0.9444,1,3.78,0.7605,55636353.59,17951916.04,504640094.68,29684711.45,0.3115,1.0145,33,42,0.9394,33,42,5,0,none,0,0,0,0,0
18KMOIM0286H3ZS,Plastics,18,12,medium,973531376.74,0.9444,1,5.33,0.742,212214411.6,74021819.28,1639816662.8,96459803.69,0.287,1.2348,42,41,0.881,41,40,3,0,none,0,0,0,0,0
14WNYUI7734P4ZU,Electronics,14,17,small,39805184.86,1.0,0,8.39,0.7563,8460510.32,2896251.21,69693358.08,3871853.23,0.2619,0.9466,38,41,0.8947,37,41,7,0,none,0,0,0,0,0
16KRJVJ5340U4ZO,Cement,16,24,small,10752238.83,1.0,0,0.94,0.7072,1930111.8,810384.78,19829031.0,1101612.83,0.3075,0.972,39,42,0.8462,39,42,7,0,none,0,0,0,0,0
13TNQCO1837K6Z4,Jewellery,13,24,small,32776353.64,0.8333,3,8.06,0.7311,6995351.08,2176244.2,49749814.4,3316654.29,0.3268,1.1087,46,42,0.9565,46,42,3,0,none,0,0,0,0,0
16KBBDL2180C4Z5,Chemicals,16,6,small,8851689.38,1.0,0,5.89,0.7286,2073937.97,689159.53,17381924.83,965662.49,0.2245,0.8293,43,45,0.9302,43,45,4,0,none,0,0,0,0,0
20UJTIZ1163C5ZZ,Chemicals,20,18,small,24121533.8,1.0,0,8.94,0.7239,5063404.21,2029895.07,44518646.34,2473258.13,0.3076,1.0453,53,48,0.8868,52,48,7,0,none,0,0,0,0,0
22QPIPX4966Y8ZZ,Cement,22,22,medium,97782566.8,1.0,0,4.44,0.7281,21562725.25,9036363.36,164318841.33,9128824.52,0.3065,0.5329,46,35,0.8478,46,35,6,0,none,0,0,0,0,0
17EHLKP6298V5ZN,Fertilizers,17,14,small,44182227.38,0.9444,1,1.44,0.7774,10478546.51,3177929.01,81228210.64,4778130.04,0.2519,0.9917,40,46,0.85,40,46,2,0,none,0,0,0,0,0
12XAIPI6141M3ZN,Chemicals,12,11,small,41101647.2,0.9444,1,1.78,0.7958,10960910.42,2844646.68,74212983.93,4365469.64,0.2196,1.1273,34,36,0.8824,33,36,5,0,none,0,0,0,0,0
08QHVKO7740V5Z3,Food Processing,8,7,medium,695940290.98,0.9444,1,7.56,0.7654,184110250.12,58320488.0,1177130020.75,69242942.4,0.3027,1.5672,33,38,0.8788,33,38,4,0,none,0,0,0,0,0
21GWLKB1957C9ZD,Plastics,21,17,small,26103367.98,1.0,0,4.94,0.8063,25987775.53,1934059.01,170046924.81,9447051.38,0.9663999999999997,4.10055,45,34,0.8667,44,34,1,1,sudden_spike,0,1,0,1,0
13TTSYY6196I1ZP,Jewellery,13,3,small,22507716.16,1.0,0,7.83,0.7792,4872296.12,1375743.09,43972862.99,2442936.83,0.2066,1.0464,37,43,0.9189,37,43,2,0,none,0,0,0,0,0
11KCRHW9268R4Z8,Textile,11,4,small,37577676.25,0.9444,1,3.06,0.725,7719448.69,2706730.41,56405925.17,3317995.6,0.3384,0.9677,34,33,0.8235,34,33,5,0,none,0,0,0,0,0
16KBDVX4492T9ZA,Electronics,16,25,medium,199864783.15,1.0,0,6.5,0.725,39357110.95,14645651.72,365641581.09,20313421.17,0.2309,1.0775,42,32,0.8333,42,32,2,0,none,0,0,0,0,0
29AKCTE0153G2ZM,Construction,29,13,medium,701446618.56,0.8889,2,4.94,0.748,118586338.75,39879078.3,1122517300.84,70157331.3,0.2233,0.837,42,40,0.7857,42,40,6,0,none,0,0,0,0,0
03HAOCM1154F1ZH,Food Processing,3,20,small,2872056.92,0.9444,1,4.78,0.7299,745120.81,277372.0,5534549.75,325561.75,0.2414,0.9803,55,38,0.8909,55,38,3,0,none,0,0,0,0,0
08CUMIX6066U2Z3,Plastics,8,11,medium,889396060.27,0.6111,7,6.33,0.7382,131587447.3,39847310.9,938060449.4,85278222.67,0.2742,1.2601,33,45,0.8788,33,45,3,1,missing_returns,0,0,0,0,0
27EHIGZ7571C6ZS,Coal,27,10,small,7532908.36,1.0,0,2.17,0.7738,1959457.04,563342.7,15424092.46,856894.03,0.2622,0.7104,44,42,0.8864,44,42,1,0,none,0,0,0,0,0
21BSOAM5102B4Z7,Textile,21,18,large,2818949248.99,0.9444,1,2.28,0.7395,629900623.66,235540697.23,4664654968.47,274391468.73,0.3219,0.9335,37,41,0.8919,37,41,6,0,none,0,0,1,0,0
23OCVEJ6088G3ZQ,Electronics,23,18,small,34795571.95,0.9444,1,3.39,0.7758,7450327.73,2163970.68,60044812.94,3532047.82,0.3102,1.1932,36,34,0.8889,36,34,3,0,none,0,0,0,0,0
12ELEDW8014S6ZS,Food Processing,12,17,large,7706014334.68,0.9444,1,0.0,0.7192,1759760566.89,684355634.61,13685366276.65,382712522.52000004,0.176,0.7387,40,43,0.875,40,42,6,0,none,0,0,1,0,0
36KRCTK5149Z9Z0,Chemicals,36,20,small,17353214.42,1.0,0,4.28,0.7345,3704364.51,1335778.61,31893888.42,1771882.69,0.3044,1.1277,42,32,0.9524,42,32,3,0,none,0,0,0,0,0
07NWTLG0162P6ZN,Textile,7,10,large,1107330696.65,1.0,0,3.28,0.7467,277962223.64,89576052.73,2104560650.59,116920036.14,0.2739,1.1071,36,44,0.9444,35,44,6,0,none,0,0,0,0,0
07CNUBI4702K3Z9,Trading,7,14,large,5019228790.41,0.9444,1,6.94,0.7359,1083296447.07,413947386.46,9024439248.25,382712522.52000004,0.2172,1.1622,22,46,0.9091,22,46,3,0,none,0,0,1,0,0
29MGLMT5796M5ZS,Pharmaceuticals,29,11,large,3090633957.81,1.0,0,2.11,0.7356,683175222.5,229452781.73,6039899396.7,335549966.48,0.2346,0.9281,38,48,0.8421,38,48,3,0,none,0,0,1,0,0
23XCXLL5491F1ZH,Construction,23,5,small,7181121.98,1.0,0,5.11,0.7758,1789333.76,487841.03,13303085.32,739060.3,0.2831,0.9365,42,31,0.9286,42,31,3,0,none,0,0,0,0,0
06BFAXW5060A3ZT,Pharmaceuticals,6,13,small,5174876.69,1.0,0,7.78,0.7574,945367.34,292346.39,9951433.82,552857.43,0.2434,1.4535,35,35,0.8571,35,35,4,0,none,0,0,0,0,0
21SHYUS4623Z8Z1,Fertilizers,21,18,small,11371645.68,0.9444,1,10.33,0.7513,10661265.68,755420.91,76976827.18,4528048.66,0.9663999999999997,4.10055,43,32,0.9302,43,32,4,1,sudden_spike,0,1,0,1,0
03EYUVL6065C4Z8,Fertilizers,3,4,small,45867871.45,0.8889,2,7.17,0.7407,9716022.34,3167159.02,72132025.41,4508251.59,0.294,1.0029,35,39,0.8857,35,39,6,0,none,0,0,0,0,0
27YHXSM6440K3ZR,Plastics,27,24,small,25229083.79,0.8889,2,10.11,0.7751,5923207.72,1688109.09,39991545.6,2499471.6,0.2773,0.8541,36,39,0.9167,36,39,4,0,none,0,0,0,0,0
05ULHBX8471E4Z9,Textile,5,9,medium,382506449.22,0.9444,1,5.94,0.7843,81979697.19,22686966.03,698709993.06,41100587.83,0.2608,1.2798,39,39,0.8974,39,39,4,0,none,0,0,0,0,0
10LWLRI1163S3Z8,IT Services,10,17,small,24766464.51,0.8889,2,9.33,0.7372,5618263.37,1855252.53,40731921.62,2545745.1,0.2462,1.201,33,30,0.9394,33,30,4,0,none,0,0,0,0,0
12SMZYQ8163P1ZK,IT Services,12,1,medium,631786551.55,1.0,0,5.06,0.7629,145368575.78,47149928.5,1195547163.57,66419286.87,0.2563,1.4662,45,30,0.9778,45,30,3,0,none,0,0,0,0,0
17KLSUI3526H9ZO,Agriculture,17,24,medium,806261155.7,0.9444,1,5.72,0.7699,198428710.17,57498813.2,1500342586.63,88255446.27,0.3019,1.1788,46,38,0.8913,46,38,3,0,none,0,0,0,0,0
05SPOOR4712H4ZT,Textile,5,13,medium,103694862.57,0.9444,1,8.17,1.7519999999999996,73811755.61,6426460.34,8556302.17,503311.89,0.2667,1.0242,44,48,0.8409,42,48,5,1,shell_company,1,0,0,0,0
14LGUDR1362W6ZL,Paper,14,7,small,40386127.42,0.9444,1,8.67,0.7701,7448554.85,2493150.36,76179299.77,4481135.28,0.2547,1.4643,45,46,0.8667,45,46,2,0,none,0,0,0,0,0
18KXFLH2377U5ZN,IT Services,18,10,large,1756474477.78,0.7778,4,5.5,0.7406,267382458.71,92027486.49,2306324889.78,164737492.13,0.3532,1.6212,33,30,0.9091,32,30,2,1,missing_returns,0,0,0,0,0
15IXGZI6186R5ZL,Trading,15,13,small,7263711.42,0.9444,1,3.11,0.7432,1555608.77,537172.24,12345430.21,726201.78,0.2882,1.3404,42,37,0.9286,41,37,2,0,none,0,0,0,0,0
03ECZKT6123F9Z2,Food Processing,3,9,small,11806277.51,1.0,0,6.89,0.742,2411277.34,833980.79,21894618.54,1216367.7,0.2572,0.9333,31,38,0.8387,30,38,4,0,none,0,0,0,0,0
21XQWJQ8380K2ZQ,Jewellery,21,21,small,27393547.49,1.0,0,0.67,0.7157,6170145.97,2411073.11,53086966.48,2949275.92,0.28,0.7,46,48,0.9348,46,48,3,0,none,0,0,0,0,0
09MOXXB9852X4ZE,Textile,9,24,small,8735073.78,0.9444,1,4.44,0.7633,2159668.71,655310.03,16557364.54,973962.62,0.2766,0.7769,42,43,0.9762,41,43,5,0,none,0,0,0,0,0
10XGMQV3120U2ZR,Paper,10,1,small,37346303.37,1.0,0,4.44,1.7519999999999996,27842673.06,0.0,72324367.73,4018020.43,0.2281,1.0462,29,34,0.931,28,34,2,1,fake_itc,1,0,0,0,0
13CAVPK7968E2Z7,Coal,13,20,large,6659433799.48,0.8889,2,9.44,0.7536,1270212945.2,399904290.84,11208415205.95,382712522.52000004,0.2759,1.0875,39,39,0.9231,39,39,2,0,none,0,0,1,0,0
11ACULJ0110X4ZF,Paper,11,2,small,14207331.45,1.0,0,0.94,0.7651,3422621.81,1071879.83,26472662.85,1470703.49,0.2463,0.8499,45,32,0.8667,45,32,2,0,none,0,0,0,0,0
06XMOVO7952E2ZL,Pharmaceuticals,6,18,small,5837521.29,1.0,0,3.72,0.7412,1370693.41,492672.08,10158079.43,564337.75,0.3133,1.1564,40,31,0.925,40,31,5,0,none,0,0,0,0,0
23QHJWQ7687O9ZQ,Food Processing,23,2,large,6825981748.16,0.9444,1,7.67,0.7229,1105354621.22,425127197.87,11328914749.3,382712522.52000004,0.3075,1.0281,40,39,0.95,40,39,6,0,none,0,0,1,0,0
03HHGAM8175N2ZW,Jewellery,3,6,small,46477133.69,0.9444,1,8.39,0.7421,10222761.68,3609745.27,88026273.34,5178016.08,0.2604,0.8114,29,48,0.9655,29,47,4,0,none,0,0,0,0,0
24PWHZR6274Y9ZK,Construction,24,1,small,25947799.73,0.8889,2,7.56,0.7448,4871016.92,1636099.32,41069814.01,2566863.38,0.3076,1.2277,52,31,0.9231,52,31,4,0,none,0,0,0,0,0
16RPNVK4470L4ZR,Steel,16,11,small,15475587.9,1.0,0,6.06,0.7419,3541868.14,1277656.03,27720734.46,1540040.8,0.3206,1.0066,45,38,0.8889,45,38,6,0,none,0,0,0,0,0
08OZIVT8576T7Z1,Textile,8,20,small,19146864.88,1.0,0,6.89,0.7728,4567722.72,1427986.96,34611116.58,1922839.81,0.3489,0.8222,39,52,0.8462,39,52,6,0,none,0,0,0,0,0
