gstin,years_old,annual_turnover,industry_encoded,state_encoded,size_encoded,companies_same_address,turnover_per_year,new_high_turnover,filing_rate,missing_returns,avg_delay_days,max_delay_days,late_filings_count,very_late_filings,max_consecutive_miss,delay_std,compliance_trend,total_itc_claimed,total_tax_collected,total_tax_paid,avg_itc_ratio,max_itc_ratio,itc_exceeds_tax,itc_volatility,itc_trend,net_tax_ratio,total_outward_supply,avg_monthly_sales,max_monthly_sales,min_monthly_sales,sales_volatility,spike_ratio,max_mom_jump,zero_sales_months,max_acceleration,seasonal_std,invoices_issued,invoices_received,total_issued_amt,total_received_amt,invoice_match_rate,unique_buyers,unique_suppliers,top_buyer_share,amount_imbalance,avg_invoice_size,is_fraud,fraud_type
05HYUEN1026B9Z3,25,842773819.28,1,4,1,5,32414377.66,0,0.9444,1,5.5,60,6,1,1,14.23,-0.1667,590689038.85,11583975.33,65851359.42,52.2735,63.3952,17,0.5766,-0.0107,5.6847,72317863.13,4253991.95,6134836.8,2576822.65,0.291,1.4026,0.9928,0,3466698.27,536036.53,36,48,80250127.76,117138472.05,0.9444,36,48,0.0616,0.1869,2229170.22,1,shell_company
09ORNEX7527A5ZV,21,39259097.9,15,8,2,3,1784504.45,0,0.9444,1,4.5,43,5,1,1,10.59,-0.1667,10608995.99,14160110.32,3551114.34,0.7506,0.8905,0,0.4596,0.1217,0.2508,72204764.35,4247339.08,5712751.03,2139901.61,0.2737,1.0062,1.4413,0,6337926.59,734834.62,41,46,116497443.32,108445732.74,0.8537,40,46,0.0424,-0.0358,2841401.06,0,none
17UFORK4214R7Z9,7,929549248.83,14,16,1,5,116193656.1,0,0.9444,1,3.89,38,5,1,1,9.23,0.0833,136843170.83,190051256.61,53208085.78,0.7419,0.8789,0,0.646,-0.0196,0.28,1629654930.17,95862054.72,137951022.79,46653311.73,0.3009,0.9289,1.5896,0,132703041.82,5930842.25,47,32,109918517.69,77850759.39,0.8511,47,32,0.043,-0.1708,2338691.87,0,none
21DSQVU1032S3ZX,18,46761147.92,7,20,2,1,2461113.05,0,0.8889,2,1.5,10,4,0,1,3.2,-0.0833,9059528.34,12561817.24,3502288.92,0.7221,0.8645,0,0.5174,-0.3196,0.2788,72019895.59,4501243.47,6491391.19,2674035.39,0.2595,0.9922,0.8355,0,4597462.07,673652.04,40,51,99919191.9,119271833.91,0.875,40,50,0.0483,0.0883,2497979.8,0,none
07KBBGN0774A3Z6,10,2689818.91,4,6,2,4,244528.99,0,1.0,0,1.28,18,3,0,0,4.28,0.0,620221.46,800366.51,180145.02,0.7584,0.8917,0,0.5384,0.4001,0.2251,5130430.39,285023.91,402585.18,142001.99,0.3227,1.0891,1.4893,0,466295.22,55252.02,45,42,105891318.96,121711361.36,0.8222,45,42,0.0471,0.0695,2353140.42,0,none
14XRNBI0545F9Z6,15,260324058.84,5,13,1,2,16270253.68,0,0.8889,2,7.22,60,6,2,1,16.17,-0.0833,163550996.19,205342867.7,19419536.44,0.746,1.1993,1,1.6283,14.7111,0.0946,1386452809.59,86653300.6,557483255.63,13340026.56,1.6943,13.973,13.9142,0,884227053.28,2455270.62,36,40,89028946.97,103965841.79,0.8333,36,40,0.0537,0.0774,2473026.3,1,sudden_spike
18IQFTB5191O9ZG,14,13996523.71,9,17,2,4,933101.58,0,1.0,0,7.44,60,5,2,0,19.05,0.0,3717871.94,4863812.96,1145941.0,0.7585,0.8887,0,0.5579,1.0315,0.2356,26713868.78,1484103.82,1974481.79,765408.37,0.2335,1.1163,0.6848,0,986277.46,306805.62,29,35,71193286.19,94382900.54,0.8621,29,35,0.0677,0.1401,2454940.9,0,none
08VKNDY7013Q7ZG,11,44690660.12,6,7,2,3,3724221.68,0,0.8889,2,4.11,35,6,1,1,8.84,-0.0833,9660011.23,12488379.93,2828368.69,0.7649,0.8953,0,0.4718,0.7146,0.2265,82170319.68,5135644.98,6668504.58,3320266.56,0.2163,1.3341,0.8189,0,5712331.35,396556.24,27,32,63652503.64,79659305.3,0.8519,27,32,0.0728,0.1117,2357500.13,0,none
29UEZVK5053B2ZR,5,49775772.69,6,25,2,6,8295962.11,0,0.9444,1,5.0,59,5,1,1,14.43,0.0833,42297420.7,58672365.49,3920760.38,0.7252,0.9375,0,1.9513,10.5441,0.0668,242931802.37,14290106.02,72123619.97,2565797.95,1.4374,9.0954,5.2232,0,27561056.4,426378.8,40,43,101282557.24,101553967.37,0.9,39,43,0.0482,0.0013,2532063.93,1,sudden_spike
10LZXEZ2424Q6ZZ,7,567311464.36,8,9,1,3,70913933.04,0,0.8889,2,3.83,42,4,1,1,10.13,0.1667,148374902.7,190803445.08,42428542.38,0.7793,0.8937,0,0.3915,0.226,0.2224,1002340972.86,62646310.8,83416837.27,28902470.67,0.2837,1.0931,1.4911,0,94757763.31,10745613.13,50,37,130214567.41,90294957.62,0.9,49,37,0.0525,-0.181,2604291.35,0,none
18LBYUD4904Y4ZV,23,28751925.2,6,17,2,4,1197996.88,0,1.0,0,5.22,38,6,1,0,10.95,0.0,53512143.57,498044.77,2342964.85,105.2438,124.7028,18,0.5993,1.2478,4.7043,2842772.11,157931.78,211934.13,81763.22,0.2471,1.186,0.8656,0,163585.37,27421.04,41,39,93510776.41,88161700.99,0.9024,41,39,0.0533,-0.0294,2280750.64,1,shell_company
19BJMBK5694W4ZP,24,402953110.23,4,18,1,3,16118124.41,0,0.8889,2,5.0,43,7,1,1,10.72,-0.0833,79391518.37,104457213.37,25065694.98,0.7638,0.8794,0,0.5908,0.4166,0.24,635806774.8,39737923.42,56436372.09,23889884.9,0.2809,0.8958,0.9759,0,37674567.42,8920053.17,37,43,110599599.04,107327741.48,0.9189,37,43,0.045,-0.015,2989178.35,0,none
03XNJIL7831T5ZV,8,27714707.25,7,2,2,3,3079411.92,0,0.9444,1,3.06,43,3,1,1,10.16,-0.1667,5623090.92,7766932.6,2143841.68,0.7398,0.8516,0,0.5591,-0.5215,0.276,43548632.85,2561684.29,3853575.43,1483379.23,0.3218,0.6289,0.8827,0,3141204.6,514007.07,34,43,93529143.86,100801992.59,0.9118,34,43,0.0534,0.0374,2750857.17,0,none
37UXEHO5178M1ZS,9,2208637.66,3,29,2,2,220863.77,0,1.0,0,5.17,37,6,1,0,10.65,0.0,422054.56,556557.0,134502.44,0.7474,0.8772,0,0.5778,1.9634,0.2417,3949188.99,219399.39,330610.13,120117.72,0.2404,1.1448,0.8367,0,300258.91,30106.58,40,35,93310758.53,103193970.64,0.925,40,35,0.0516,0.0503,2332768.96,0,none
32WMBDM5675R2ZZ,24,13239074.98,14,26,2,4,529563.0,0,0.8333,3,5.78,40,8,1,1,10.45,0.0,2808429.15,3709743.36,901314.21,0.7597,0.857,0,0.561,0.1284,0.243,22298849.67,1486589.98,1937051.51,725991.19,0.2791,0.7753,0.8464,0,1395946.12,228614.58,40,40,105429744.31,102037448.6,0.875,40,40,0.045,-0.0164,2635743.61,0,none
14FEHFU9702I2ZK,20,571476864.37,11,13,1,6,27213184.02,0,0.9444,1,4.5,44,4,2,1,12.53,-0.1667,108707013.35,151298473.7,42591460.36,0.7136,0.8549,0,0.5356,-0.0918,0.2815,920749623.95,54161742.59,85336757.99,32135567.79,0.3256,0.8232,1.1103,0,68557062.56,11331383.0,34,41,88333159.64,103277200.62,0.8824,34,41,0.0564,0.078,2598034.11,0,none
17TIWAK8659A8Z6,20,694496296.54,1,16,1,4,33071252.22,0,1.0,0,4.78,42,4,2,0,12.56,0.0,930195115.28,8663412.27,50010421.37,110.5891,132.7298,18,0.6362,0.0228,5.7726,55566650.54,3087036.14,5061006.69,1743456.48,0.3299,0.9562,1.3652,0,4272258.09,395376.65,49,39,134511356.2,98547122.06,0.9184,49,39,0.0367,-0.1543,2745129.72,1,shell_company
05QARUP1909L8ZX,11,27028505.7,10,4,2,2,2252375.48,0,1.0,0,6.83,37,8,2,0,11.61,0.0,6025251.29,7969431.84,1944180.56,0.7558,0.8847,0,0.5805,-0.2966,0.244,45371492.3,2520638.46,3764668.58,1368992.47,0.3335,0.7751,1.6008,0,3858492.95,659057.67,35,47,78104902.64,114541869.82,0.9429,35,47,0.0591,0.1891,2231568.65,0,none
21DBAXM7030K6Z4,17,774959408.93,1,20,1,3,43053300.5,0,0.9444,1,3.22,30,6,0,1,7.42,-0.1667,136296220.65,180202827.1,43906606.44,0.7384,0.884,0,0.5246,1.1251,0.2437,1137622005.63,66918941.51,99218120.1,39399371.72,0.2746,1.0481,1.5028,0,111077814.98,5602085.51,36,49,90127905.77,127074289.82,0.75,36,49,0.055,0.1701,2503552.94,0,none
10DOAAL3188C6ZM,15,3000648.43,6,9,2,3,187540.53,0,0.9444,1,6.06,31,7,1,1,10.7,0.0833,660381.94,846174.86,185792.92,0.7676,0.8963,0,0.6976,-0.2935,0.2196,5042613.82,296624.34,433560.71,165749.27,0.2717,0.9613,1.6158,0,393932.37,39425.0,33,38,74388258.52,92284982.2,0.9091,33,38,0.0604,0.1074,2254189.65,0,none
06HSJMP5226M8ZV,11,393841993.43,2,5,1,3,32820166.12,0,0.8889,2,3.39,47,4,1,1,11.15,-0.0833,90007186.26,122548165.9,32540979.62,0.7408,0.8894,0,0.6039,-0.4448,0.2655,749785318.62,46861582.41,58755964.25,22829799.19,0.1967,1.0749,0.9224,0,39326838.8,6721976.06,40,40,97790596.77,104800974.24,0.875,40,40,0.0491,0.0346,2444764.92,0,none
29AOGZK3251U5Z1,13,569398187.61,13,25,1,2,40671299.12,0,0.9444,1,9.33,59,7,2,1,17.57,0.0833,132922013.43,173498287.93,40576274.52,0.7596,0.8863,0,0.494,0.5697,0.2339,974450587.7,57320622.81,78073738.81,41043700.81,0.2079,1.3219,0.8558,0,60892058.21,4359385.0,41,60,104488513.15,154898745.09,0.878,41,60,0.0467,0.1943,2548500.32,0,none
33YVCMI5220N4ZT,15,7054307.15,7,27,2,7,440894.2,0,0.9444,1,0.78,8,2,0,1,2.29,-0.1667,1312277.92,1771162.4,458884.5,0.7387,0.8983,0,0.6728,0.836,0.2591,12083034.3,710766.72,1054567.23,364093.49,0.347,1.055,1.405,0,1185253.61,153976.15,38,39,89029503.15,102108657.03,0.8684,37,39,0.0559,0.0684,2342881.66,0,none
24KXWWP8176A5ZS,3,130528307.72,1,23,1,6,32632076.93,0,0.9444,1,8.17,43,5,2,1,15.14,-0.1667,25402977.79,32493706.07,7090728.3,0.7859,0.8932,0,0.6653,-0.2747,0.2182,217762543.59,12809561.39,19098247.08,7150634.24,0.313,0.7706,1.6708,0,14576004.66,1539770.8,46,36,107775884.79,94528530.17,0.8043,46,36,0.0462,-0.0655,2342954.02,0,none
09ZSILP0014Z9Z5,8,32750480.37,3,8,2,2,3638942.26,0,1.0,0,6.33,52,6,2,0,14.63,0.0,7509703.86,10325390.55,2815686.65,0.7323,0.8999,0,0.535,0.4515,0.2727,59029298.36,3279405.46,4787605.43,1677603.78,0.3467,0.9121,1.112,0,4907917.79,330616.46,50,57,142556540.36,152372435.3,0.92,50,57,0.0337,0.0333,2851130.81,0,none
14JWZLB6172H7Z5,16,9970928306.72,2,13,0,3,586525194.51,0,0.7778,4,5.61,53,6,1,2,13.45,-0.4167,1764884504.91,2269788658.17,504904153.26,0.7675,0.8828,0,0.4558,0.5917,0.2224,12918891041.75,922777931.55,1423119051.44,527076138.27,0.3158,1.3102,0.8401,0,788910875.65,173775668.41,50,40,123120680.41,110089725.49,0.9,49,40,0.0436,-0.0559,2462413.61,0,none
12URQTS1832C7Z4,11,603489971.78,0,11,1,4,50290830.98,0,1.0,0,9.5,52,7,3,0,16.62,0.0,125655049.62,169065873.66,43410824.06,0.7352,0.8793,0,0.6131,-0.7019,0.2568,1046772342.83,58154019.05,90154875.9,33536969.69,0.3229,0.6375,0.9885,0,87788657.85,7111506.01,49,41,117994745.41,95895451.24,0.9184,49,41,0.0419,-0.1033,2408056.03,0,none
29DVHGA1782J4Z9,5,30224264.42,7,25,2,6,5037377.4,0,0.6111,7,9.83,59,9,1,7,16.03,-0.9167,3769810.0,5392406.91,1622596.89,0.7055,0.7979,0,0.432,0.7902,0.3009,29018103.62,2638009.42,4318143.76,1715896.75,0.3178,1.647,0.4911,0,1654231.49,0.0,35,42,78881868.84,99335641.71,0.8286,34,42,0.0614,0.1148,2253767.68,1,missing_returns
19HDRKH5459M1Z7,17,29112564.77,4,18,2,5,1617364.71,0,0.9444,1,8.44,59,7,2,1,17.9,0.0833,4678658.12,6247817.26,1569159.12,0.7447,0.8791,0,0.6118,0.5985,0.2512,49223062.22,2895474.25,4183865.3,1598615.85,0.257,1.0403,0.6909,0,2722413.22,428601.76,33,51,90541836.62,127240629.68,0.9091,33,51,0.055,0.1685,2743692.02,0,none
10DSIAS6667I8ZR,15,8609948.05,8,9,2,5,538121.75,0,0.8889,2,4.56,55,6,1,1,12.89,0.1667,1832962.2,2484945.32,651983.1,0.728,0.8951,0,0.4771,0.1505,0.2624,15050729.16,940670.57,1287899.56,442681.35,0.281,1.1465,1.9093,0,1286889.45,44390.84,37,45,93455414.61,113775826.61,0.9189,37,44,0.0527,0.0981,2525822.02,0,none
09IDOBP2814B8ZU,20,7947514.51,6,8,2,3,378453.07,0,0.8889,2,7.06,54,6,2,1,15.73,0.1667,1515525.68,2035747.54,520221.85,0.7536,0.8686,0,0.5628,1.3496,0.2555,12728711.79,795544.49,1154738.18,460333.07,0.3088,1.2885,1.3489,0,1173165.05,68587.65,37,40,80032296.11,101973496.24,0.8649,37,40,0.061,0.1206,2163035.03,0,none
13UGOZY0355W2ZB,18,24034445.41,10,12,2,2,1264970.81,0,0.8889,2,5.39,57,7,1,1,13.33,-0.0833,3720314.84,4952131.01,1231816.2,0.7482,0.8968,0,0.5712,-0.236,0.2487,40138678.5,2508667.41,3497390.06,1383614.25,0.2832,1.3788,1.5277,0,3977847.0,349419.04,43,35,113833050.24,106040292.33,0.8837,43,35,0.0832,-0.0354,2647280.24,1,circular_trading
24MAERQ8613O8ZT,8,49156330.28,13,23,2,1,5461814.48,0,0.9444,1,12.44,59,5,4,1,21.41,-0.1667,11432464.6,16028622.51,4596157.94,0.7134,0.833,0,0.4424,-0.1182,0.2867,92087686.77,5416922.75,6749062.74,2661842.47,0.2158,0.9082,0.9296,0,6316869.46,468819.94,45,40,100731054.5,121896221.7,0.9333,45,40,0.0477,0.0951,2238467.88,0,none
16BKKTT8442H9ZZ,18,2496832.71,1,15,2,2,131412.25,0,1.0,0,5.61,37,6,1,0,11.29,0.0,583371.1,773307.47,189936.35,0.7566,0.8652,0,0.5731,0.4305,0.2456,4682114.61,260117.48,361719.58,127630.16,0.282,1.389,1.5348,0,353097.08,60749.89,37,47,83217926.7,120809590.16,0.9189,37,46,0.0549,0.1842,2249133.15,0,none
05TKHVN3643I8Z2,25,20919072.26,15,4,2,4,804579.7,0,0.9444,1,5.89,42,6,2,1,13.19,-0.1667,4818415.32,6588443.79,1770028.49,0.7354,0.8823,0,0.4863,-0.0528,0.2687,34055190.77,2003246.52,3077761.75,1054221.16,0.307,0.7126,0.5212,0,2362531.92,379336.41,37,41,97523818.25,99282047.5,0.8649,37,41,0.0485,0.0089,2635778.87,0,none
29GGOIC1419U1ZE,17,901896749.0,8,25,1,1,50105374.94,0,1.0,0,2.56,36,4,1,0,8.46,0.0,201246163.96,272276677.46,71030513.5,0.7313,0.8694,0,0.4514,0.149,0.2609,1553018163.56,86278786.86,134336853.32,46229946.24,0.3086,1.2176,1.5241,0,120352396.66,17124301.98,49,40,116975123.22,96048236.49,0.9388,49,40,0.0421,-0.0982,2387247.41,0,none
17EAARE0230U6ZZ,14,618734962.77,7,16,1,1,41248997.52,0,1.0,0,1.0,7,3,0,0,2.38,0.0,132437186.95,185038599.81,52601412.83,0.7369,0.8445,0,0.5776,-0.1676,0.2843,1138707403.18,63261522.4,90671601.21,33604707.98,0.3141,0.8716,1.1102,0,68087082.17,9802520.64,39,32,109786431.97,80262082.28,0.9231,38,32,0.0817,-0.1554,2815036.72,0,none
37CEFCX1398D6Z3,17,710431324.4,0,29,1,3,39468406.91,0,0.9444,1,4.11,56,4,1,1,13.42,0.0833,148392138.94,194240063.22,45847924.31,0.7596,0.8578,0,0.4005,-0.3237,0.236,1079704377.65,63512022.21,93071562.85,37442513.9,0.3251,0.8061,1.1899,0,99205928.0,13413454.54,34,47,89300185.91,116880452.96,0.9118,34,47,0.0559,0.1338,2626476.06,0,none
15LKVQE4995G4ZO,11,42388730.39,5,14,2,5,3532394.2,0,0.9444,1,3.78,24,5,0,1,7.86,0.0833,39422359.41,13368629.5,0.0,2.9378,3.5227,17,0.6334,0.0748,0.0,69952749.41,4114867.61,5941518.3,2217222.53,0.3342,0.9592,1.5933,0,7257105.31,401848.44,36,49,87391810.6,116744523.69,0.9444,35,49,0.0541,0.1438,2427550.29,1,fake_itc
36ECGUL9087F6ZD,10,12262674.24,11,28,2,2,1114788.57,0,0.9444,1,2.11,37,2,1,1,8.71,0.0833,16588371.4,212683.43,1230831.0,78.6996,91.2724,17,0.4023,-0.0461,5.7871,1188392.96,69905.47,83138.49,39213.17,0.203,1.01,1.0457,0,78156.02,6767.5,47,38,128162772.58,95252560.86,0.8936,46,38,0.0377,-0.1473,2726867.5,1,shell_company
10BQWMG1482U7ZX,10,5050286.82,10,9,2,5,459116.98,0,0.9444,1,3.78,29,7,0,1,7.08,-0.1667,1343677.29,1866486.36,522809.08,0.7155,0.8747,0,0.4423,0.0605,0.2801,9818313.38,577547.85,734267.58,331608.42,0.1914,1.1457,0.7033,0,523444.88,56925.0,38,38,86360788.41,86690728.03,0.8158,38,38,0.0573,0.0019,2272652.33,0,none
22UFTHZ4126C9ZL,20,16403667.57,7,21,2,3,781127.03,0,1.0,0,2.56,28,5,0,0,6.74,0.0,3422837.92,4697489.28,1274651.36,0.7284,0.875,0,0.5774,-0.1731,0.2713,30283605.3,1682422.52,2384740.46,1029380.4,0.2687,0.7567,1.0882,0,1339605.33,295485.4,49,41,115239452.66,86740968.2,0.8571,49,40,0.0433,-0.1411,2351825.56,0,none
32IFWQV3781R7ZA,23,1761918340.04,4,26,0,5,73413264.17,0,0.9444,1,2.56,34,3,1,1,8.15,0.0833,1699056761.25,21976847.58,115204345.2,76.287,94.101,17,0.6399,1.9319,5.2421,135393834.45,7964343.2,12023425.44,4580415.71,0.2991,1.2707,1.1107,0,11541025.64,856474.6,32,37,91823213.22,81579073.71,0.9062,32,36,0.0532,-0.0591,2869475.41,1,shell_company
08UZHSU8277O5ZF,24,19966591.01,7,7,2,6,798663.64,0,0.9444,1,2.44,31,4,1,1,7.45,0.0833,16610260.23,17670202.1,1658844.73,0.782,1.1496,2,1.9145,21.7756,0.0939,115556746.98,6797455.7,37469774.82,1136424.86,1.6101,14.1214,13.0621,0,42693021.76,156420.5,36,40,89396602.9,93983198.71,0.9167,35,40,0.0631,0.025,2483238.97,1,sudden_spike
18XDGTR3270B7ZB,4,47446102.42,11,17,2,4,9489220.48,0,1.0,0,3.67,53,4,1,0,12.48,0.0,10748006.89,14275628.75,3527621.87,0.7544,0.8958,0,0.3706,0.523,0.2471,89233904.93,4957439.16,6853359.37,2659837.29,0.26,0.9587,0.916,0,6521231.6,409587.02,50,39,144318155.46,99568431.81,0.86,50,39,0.0342,-0.1835,2886363.11,0,none
12ULQEG0153H5ZR,18,17380019.76,3,11,2,4,914737.88,0,1.0,0,5.5,44,5,2,0,12.54,0.0,2857321.69,4019470.29,1162148.58,0.7057,0.8899,0,0.4131,0.3461,0.2891,27062406.63,1503467.04,2406311.37,927925.7,0.3076,0.8796,0.7635,0,2378342.97,79233.24,49,44,123313617.0,119306302.59,0.9592,49,44,0.0388,-0.0165,2516604.43,0,none
01BZUTF5904P4ZA,22,3294648.24,0,0,2,2,143245.58,0,1.0,0,3.89,23,7,0,0,6.2,0.0,751166.07,995752.59,244586.49,0.7732,0.895,0,0.4285,0.187,0.2456,6327945.64,351552.54,476881.34,179998.78,0.2736,0.8821,1.2885,0,500667.78,26042.77,38,36,87927090.14,90562417.06,0.8684,38,36,0.0551,0.0148,2313870.79,0,none
08TQTFE6818V6ZX,24,8370611409.31,10,7,0,6,334824456.37,0,0.9444,1,6.22,54,5,2,1,15.25,0.0833,1792117529.09,2340801898.2,548684369.15,0.776,0.8999,0,0.4181,0.4992,0.2344,13302748552.88,782514620.76,1144658290.23,444413903.55,0.3316,1.1672,1.5757,0,1229285574.97,79615107.16,42,39,103766980.69,77215376.9,0.881,42,39,0.0472,-0.1467,2470642.4,0,none
17HMJIY5292H5ZN,1,18852969.79,6,16,2,3,9426484.9,0,1.0,0,4.44,45,7,1,0,10.57,0.0,4164597.26,5620173.29,1455576.01,0.7394,0.8721,0,0.5041,-0.3348,0.259,33314801.63,1850822.31,2563829.45,1175198.54,0.2624,0.7737,0.8467,0,2244781.43,131253.8,42,49,96367719.27,129490351.29,0.9048,42,49,0.0474,0.1467,2294469.51,0,none
18NJLLX7586S6Z4,24,534252975.73,8,17,1,5,21370119.03,0,0.8889,2,6.33,43,7,1,1,12.57,-0.0833,83223887.8,107888181.9,24664294.09,0.7877,0.8992,0,0.4262,0.0493,0.2286,831120345.57,51945021.6,79730750.67,27602000.31,0.3355,0.7298,1.7433,0,88318798.13,9111547.91,40,50,95783701.07,95254397.66,0.875,39,50,0.0561,-0.0028,2394592.53,0,none
15NAWOO8657Q5ZZ,15,374398908.58,15,14,1,3,23399931.79,0,1.0,0,5.06,50,5,1,0,12.85,0.0,97957459.31,127274683.58,29317224.25,0.7724,0.8976,0,0.3629,-0.151,0.2303,742562083.56,41253449.09,55973019.96,24829974.49,0.2264,1.0284,0.8225,0,37094614.92,5100852.81,54,42,136546858.69,99748918.2,1.0,54,42,0.036,-0.1557,2528645.53,0,none
06RRJMX9498Q8ZW,15,100781875.89,7,5,1,2,6298867.24,0,1.0,0,7.0,53,7,2,0,16.4,0.0,25659460.4,33779114.3,8119653.91,0.771,0.8836,0,0.4952,0.247,0.2404,197027176.51,10945954.25,14753776.84,7032211.97,0.2189,1.0544,0.5501,0,8018444.65,631748.4,36,37,93811738.26,85314129.05,0.8333,36,37,0.0515,-0.0474,2605881.62,0,none
18WRAIZ9048B8ZS,19,21147216.14,1,17,2,4,1057360.81,0,0.9444,1,1.06,7,4,0,1,2.21,-0.1667,4894355.94,6658870.19,1764514.26,0.7371,0.8703,0,0.5358,1.0216,0.265,39868082.5,2345181.32,3137169.03,1067776.83,0.2524,0.9206,1.4742,0,2200130.51,273726.55,58,33,141830761.46,80742073.5,0.8448,58,33,0.0337,-0.2745,2445357.96,0,none
37NMMPB2787A8ZP,19,45628433.66,14,29,2,4,2281421.68,0,1.0,0,8.67,47,8,2,0,14.68,0.0,9500555.33,13063983.51,3563428.17,0.7178,0.871,0,0.5725,-0.2821,0.2728,74604903.08,4144716.84,6536392.44,2512274.26,0.3095,0.7262,1.5361,0,4796173.79,397861.31,51,35,129777743.51,79952375.65,0.8824,51,35,0.0385,-0.2376,2544661.64,0,none
20TABBF3969C7ZQ,14,32653837.0,3,19,2,3,2176922.47,0,0.8889,2,2.17,18,5,0,1,4.54,0.1667,6947669.3,9152951.74,2205282.43,0.7567,0.8638,0,0.4117,0.5518,0.2409,50811889.93,3175743.12,4751908.45,2007273.23,0.2884,1.0607,0.5906,0,4358366.26,658141.45,42,45,118424970.2,127959259.51,0.9048,42,45,0.0401,0.0387,2819642.15,0,none
14RHBAS2133W1Z8,4,9109805532.21,5,13,0,5,1821961106.44,0,0.8889,2,7.0,38,7,1,1,11.55,-0.0833,2051199384.26,2674125553.31,622926169.05,0.7561,0.8941,0,0.6902,-0.2277,0.2329,14271997790.63,891999861.91,1300919781.34,488328868.73,0.2957,0.8614,1.0331,0,1128794304.86,155033558.05,65,44,155790767.18,91792835.0,0.9538,65,44,0.0313,-0.2585,2396781.03,0,none
27FQBKQ5139B1Z5,3,414025564.36,16,24,1,3,103506391.09,0,0.9444,1,5.83,50,5,2,1,13.64,-0.1667,182795268.19,110858346.12,0.0,1.6362,1.928,17,0.4316,0.1506,0.0,779947022.52,45879236.62,61899170.77,26955468.13,0.289,0.9086,0.9249,0,32233954.71,10282215.85,39,35,113483279.27,130722481.16,0.8974,39,34,0.1614,0.0706,2909827.67,1,fake_itc
23SFAJU1823E4ZI,13,289526913.21,16,22,1,4,20680493.8,0,0.8889,2,5.17,38,8,2,1,11.36,0.1667,51510406.63,70531622.86,19021216.2,0.7349,0.8977,0,0.5262,0.2688,0.2697,426494059.04,26655878.69,40712765.78,15495450.63,0.2619,0.9179,0.8365,0,26798065.8,3263732.72,32,40,64974304.04,103622585.67,0.9375,32,40,0.0675,0.2292,2030447.0,0,none
16DJUBL6445T3ZE,4,3889039.42,9,15,2,1,777807.88,0,1.0,0,3.61,55,4,1,0,12.89,0.0,818326.06,1109055.44,290729.39,0.7389,0.8818,0,0.6443,0.0267,0.2621,7100076.81,394448.71,581199.26,195193.26,0.3142,0.7659,1.6423,0,587457.7,52674.98,44,31,110720797.95,76031899.54,0.9091,44,31,0.0435,-0.1857,2516381.77,0,none
06UARMV8776O1ZW,9,43754978.3,13,5,2,3,4375497.83,0,1.0,0,5.28,32,7,1,0,9.81,0.0,39010563.31,676379.13,3281423.39,58.3757,67.56,18,0.6375,0.2328,4.8514,4504721.11,250262.28,326788.02,118052.32,0.2425,1.0757,1.4746,0,366260.52,21294.49,49,40,138114709.43,166500359.68,0.9184,49,40,0.2413,0.0932,2818667.54,1,shell_company
24IQLJP8826X6ZR,20,8501117965.25,4,23,0,1,404815141.2,0,0.9444,1,2.5,13,6,0,1,4.12,0.0833,1443463510.99,1825812735.92,382349224.9,0.7781,0.8914,0,0.7258,-0.2909,0.2094,12329958666.66,725291686.27,1150455814.89,436425060.38,0.3345,0.9792,1.4561,0,1252491368.19,123336578.89,45,33,100179492.46,93234379.78,0.9556,45,33,0.0497,-0.0359,2226210.94,0,none
32PQQVF8427M6ZK,25,2214027.87,1,26,2,2,85154.92,0,1.0,0,6.11,44,7,1,0,11.69,0.0,1380951.42,426302.62,0.0,3.2388,3.7785,18,0.4879,0.0941,0.0,3702422.08,205690.12,324696.39,116337.72,0.2816,1.1935,0.9305,0,277278.56,29849.71,34,39,85023566.21,99428037.36,0.7941,34,39,0.1058,0.0781,2500693.12,1,fake_itc
32FGFGV1780E7Z3,11,18666440.8,10,26,2,1,1555536.73,0,1.0,0,2.61,25,4,0,0,6.29,0.0,3595362.42,4933078.34,1337715.95,0.7415,0.8791,0,0.5575,-0.3031,0.2712,33644548.16,1869141.56,2596025.6,1198097.37,0.2398,1.1079,0.9889,0,2006505.38,286162.95,42,46,100511462.01,108887961.91,0.9524,42,46,0.0487,0.04,2393130.05,1,circular_trading
23ULHSY2104E4ZD,12,6307105.35,1,22,2,1,485161.95,0,1.0,0,3.0,23,4,0,0,7.0,0.0,1155696.32,1518410.98,362714.65,0.7579,0.8925,0,0.4755,-0.114,0.2389,11235886.2,624215.9,902620.66,322112.48,0.2632,1.2696,1.4872,0,883192.26,62090.79,32,36,84445016.56,92248223.45,0.8438,32,36,0.0586,0.0442,2638906.77,0,none
06ZYRWO9772U1Z8,23,35342719.11,7,5,2,5,1472613.3,0,0.9444,1,5.56,48,7,1,1,12.15,0.0833,6409096.91,8340257.57,1931160.66,0.7712,0.8975,0,0.4914,0.1001,0.2315,54936180.52,3231540.03,5061218.11,1870960.76,0.3021,0.9495,0.5417,0,4112242.41,688955.59,45,31,112969334.42,71670818.31,0.8667,45,31,0.0433,-0.2237,2510429.65,0,none
