gstin,is_fraud,fraud_type,graph_risk_score,pagerank_score,cycle_risk,in_degree,out_degree,total_received,total_sent,imbalance_risk,clustering_coef,in_circular_ring,in_shell_cluster,graph_predicted_fraud
19PAYGX4699F6ZD,0,none,45.81,54.22,0,44,32,123330262.1,84957727.92,9.03,0.0155,0,1.0,1
22QECBK4985N8ZO,0,none,28.86,45.03,0,51,38,115011697.0,75618751.93,10.42,0.0137,0,,0
02JOGLY5523W8ZR,0,none,29.24,56.96,0,53,56,128628256.36,149341230.45,0.0,0.0177,0,,0
13DSGHO4135I2Z8,0,none,39.9,39.6,0,39,36,99927320.45,111323827.58,0.0,0.0141,0,1.0,0
10AGJMG4254E7Z7,0,none,20.47,21.9,0,31,38,77013649.73,107172920.0,0.0,0.0128,0,,0
22SVNSJ7706S9Z1,1,fake_itc,37.370000000000005,29.47,0,32,43,82689066.33,113894485.46,0.0,0.0166,0,1.0,0
23ZQWIA3863Y8ZO,0,none,41.43,42.3,0,44,35,105356025.0,90050046.15,3.4,0.0166,0,1.0,1
32HUGJH5104S8Z3,0,none,37.65,30.6,0,37,39,87276955.52,95876413.2,0.0,0.014,0,1.0,0
33XSCZY2010O6ZD,0,none,40.91,42.79,0,42,40,109089049.84,104532981.29,0.87,0.0164,0,1.0,1
16TSSGN0322R7ZA,0,none,24.64,38.55,0,39,42,99892326.42,104825499.08,0.0,0.0167,0,,0
27YAIAA6760L6Z7,0,none,37.34,29.35,0,31,42,76209127.97,101623886.11,0.0,0.0145,0,1.0,0
06WWGJL1107R5ZR,0,none,34.91,19.64,0,34,35,76178119.6,92595824.24,0.0,0.0209,0,1.0,0
12RXKPF0535S1Z4,0,none,24.1,36.41,0,38,50,100329468.61,124753822.2,0.0,0.015,0,,0
20JBVVF9601P5ZC,0,none,23.84,35.37,0,43,45,89190379.08,98584976.99,0.0,0.0136,0,,0
01RPPVD2149Q7ZI,0,none,44.08,53.83,0,47,42,125434465.18,111606986.36,2.48,0.014,0,1.0,1
21EHJBJ3851D2ZJ,0,none,47.89,61.23,0,46,37,126616137.73,83497372.66,10.33,0.0153,0,1.0,1
24ZOIPO5295H9Z1,0,none,26.18,43.66,0,44,45,106556779.3,101277369.83,1.04,0.0169,0,,0
36MVBYG4503E4ZB,0,none,23.59,34.35,0,39,48,92545269.19,115172846.51,0.0,0.0174,0,,0
10HKCAC8967K1Z0,0,none,26.53,46.11,0,41,48,106349930.92,141475731.81,0.0,0.012,0,,0
02WVAJA5334K8Z8,0,none,35.230000000000004,20.92,0,33,35,78463543.6,106238866.7,0.0,0.0145,0,1.0,0
04YIGMW8018C7ZB,0,none,24.05,32.98,0,36,33,91550745.1,78902179.14,3.21,0.0158,0,,0
09MXUIG6118S1ZI,0,none,39.83,39.32,0,39,45,95724390.52,119868347.15,0.0,0.0181,0,1.0,0
16LZYCF8269H2ZQ,0,none,40.94,43.75,0,42,52,99686728.83,109684382.71,0.0,0.0169,0,1.0,1
29AIFFW5213K7Z9,1,sudden_spike,23.84,35.37,0,40,43,92952603.62,115955514.96,0.0,0.0123,0,,0
11XBBJO6962D6Z4,0,none,44.86,51.6,0,47,36,120656203.5,86666389.94,7.84,0.012,0,1.0,1
08RZTZL1694W5ZG,1,fake_itc,40.66,41.37,0,42,40,106798671.19,100401802.22,1.27,0.0193,0,1.0,1
12RVZVY2486K5ZH,1,fake_itc,41.57,43.81,0,44,39,110281740.74,98095317.7,2.48,0.0126,0,1.0,1
37JVXKN3833Y7ZO,0,none,38.230000000000004,32.91,0,37,36,80681574.89,88354930.39,0.0,0.0156,0,1.0,0
36JPEFH7185N3ZL,1,missing_returns,41.93,47.71,0,43,41,118790794.46,120166786.76,0.0,0.0123,0,1.0,1
20QNKIX5223B6ZN,0,none,38.85,34.83,0,33,36,97489142.32,94809475.81,0.57,0.0154,0,1.0,0
03RFLVY8154J5Z3,0,none,39.36,36.67,0,41,36,103822977.68,99985327.78,0.77,0.0154,0,1.0,0
20XTMJP9411Q9ZV,0,none,39.129999999999995,36.5,0,35,49,91337736.11,133004732.39,0.0,0.0164,0,1.0,0
23TSRHN3281P3Z0,0,none,41.41,45.64,0,38,50,102862404.92,127703919.36,0.0,0.0149,0,1.0,1
16PVBDX7230B6ZQ,0,none,44.04,50.3,0,42,43,120205489.32,92900447.38,5.88,0.0162,0,1.0,1
05HJDYG5098C8ZD,0,none,44.019999999999996,51.06,0,45,36,124173898.26,99291182.0,5.01,0.0142,0,1.0,1
11FGRJE0362V2ZY,0,none,42.980000000000004,47.78,0,49,38,119272570.39,98743300.32,4.16,0.0139,0,1.0,1
16LZHSC2650A8ZH,0,none,41.019999999999996,44.09,0,37,39,106064985.55,107167067.88,0.0,0.0204,0,1.0,1
36IIJHW6375G7Z9,0,none,40.15,36.23,0,34,28,90364827.35,74209441.97,4.35,0.0175,0,1.0,1
03VNNGN8355O3ZM,0,none,46.79,61.01,0,44,36,130217287.97,99571730.55,6.16,0.0199,0,1.0,1
29IYHIG6303X2ZD,0,none,22.02,28.08,0,36,45,83596384.53,109894643.36,0.0,0.0133,0,,0
02AMVGZ8417H7ZU,1,fake_itc,39.61,33.16,0,45,34,93552068.98,74063242.78,5.26,0.0127,0,1.0,0
13XIBMJ3148L5ZN,0,none,42.15,47.24,0,45,46,118312473.7,110683242.13,1.38,0.0139,0,1.0,1
19MEHJF6852N1ZY,1,circular_trading,38.67,34.7,0,37,30,94425644.94,95644830.39,0.0,0.0131,0,1.0,0
15EGAIG6182Z2ZF,0,none,21.78,27.12,0,30,43,81749498.32,98911398.81,0.0,0.0194,0,,0
21ZEJHV4017S3ZK,0,none,33.45,63.22,0,53,37,141819720.18,92787209.2,10.57,0.0168,0,,0
20XEQIO3951C8ZR,0,none,50.86,74.18,0,49,36,148448567.0,101511872.17,9.25,0.0174,0,1.0,1
15JJCNU5869G9ZM,1,sudden_spike,77.97,100.0,100,55,37,192427373.81,120656974.09,11.9,0.0201,1,,1
02FTCDB2765L4ZQ,1,sudden_spike,37.33,29.33,0,38,43,88037349.76,126877464.88,0.0,0.0173,0,1.0,0
32UHUIU2572N9ZM,0,none,35.019999999999996,20.07,0,34,35,71309583.79,100646134.74,0.0,0.0141,0,1.0,0
02QEIGT1001J7Z0,1,circular_trading,38.58,34.33,0,34,43,92070276.78,125463357.67,0.0,0.0181,0,1.0,0
19VTDTM9438A9ZC,1,circular_trading,27.97,43.37,0,44,35,107190918.33,75248375.16,8.49,0.0153,0,,0
06XSFIJ1845E4ZJ,1,fake_itc,40.44,39.73,0,40,39,98542878.83,89495073.83,2.02,0.0173,0,1.0,1
06KFDTT1224K1ZR,0,none,41.72,41.53,0,41,31,102639738.54,81025890.77,5.34,0.0172,0,1.0,1
33LOVTY6671F7Z8,1,missing_returns,39.71,38.83,0,36,44,98045555.88,122718081.64,0.0,0.0193,0,1.0,0
13EJGPB1377C1ZV,0,none,38.510000000000005,31.28,0,33,32,90314918.56,79434219.71,2.74,0.0178,0,1.0,0
23OJIDZ9747U7ZA,1,missing_returns,35.379999999999995,21.51,0,29,32,73539454.8,82540730.91,0.0,0.0153,0,1.0,0
19GQTNN9534R7Z5,0,none,24.68,38.71,0,34,48,92688867.47,118886222.19,0.0,0.0163,0,,0
17YZZDX5586I7ZH,0,none,38.0,31.99,0,38,45,86817496.95,119137509.71,0.0,0.0138,0,1.0,0
22ADCIM9532O4ZV,0,none,42.03,47.96,0,42,40,111608681.06,110707439.03,0.16,0.0181,0,1.0,1
17UPKZN8935X5ZN,0,none,39.519999999999996,38.09,0,34,39,98453181.46,100208539.14,0.0,0.0114,0,1.0,0
23RKWTH6826M6ZS,0,none,34.6,18.39,0,25,36,63262434.45,102322886.69,0.0,0.0215,0,1.0,0
03RYRZU4509R6Z9,0,none,26.01,44.03,0,38,47,107563482.74,119224034.07,0.0,0.016,0,,0
33NFXEG2371W9Z1,0,none,24.8,39.16,0,37,36,99037523.93,98812710.35,0.05,0.0164,0,,0
27QNORB5878S2ZU,0,none,47.38,55.49,0,52,33,129895738.91,76334261.66,14.03,0.0154,0,1.0,1
29BJRSR4216M4Z0,0,none,37.68,30.7,0,38,30,87049124.55,94999185.06,0.0,0.0123,0,1.0,0
10LIGFO8229M1ZS,0,none,32.04,8.17,0,25,49,51320769.52,107651003.56,0.0,0.0159,0,1.0,0
10SHJGO7785K3Z2,0,none,40.09,35.74,0,36,33,102095966.02,82913172.25,4.63,0.0119,0,1.0,1
18QCDUT3987R1Z5,0,none,36.480000000000004,22.32,0,30,33,74747638.12,63375782.96,3.59,0.0169,0,1.0,0
19SPRJX8660K4ZP,0,none,36.22,24.86,0,32,34,79100997.56,80460551.3,0.0,0.0186,0,1.0,0
36FMMNB8279R8ZL,0,none,40.41,41.66,0,37,47,97893669.85,132910684.93,0.0,0.0166,0,1.0,1
22CFFAY1958I8ZQ,0,none,36.57,26.3,0,39,40,83812786.6,103601271.18,0.0,0.0146,0,1.0,0
04JPNPZ7614N4ZF,0,none,38.019999999999996,32.07,0,39,43,82184925.98,116411383.23,0.0,0.0142,0,1.0,0
32PZQQI5233K4ZY,0,none,42.260000000000005,49.02,0,46,38,108376420.44,108908671.78,0.0,0.016,0,1.0,1
36XFCYI1711K4ZT,0,none,39.019999999999996,36.07,0,40,44,99687663.74,115227075.6,0.0,0.0178,0,1.0,0
20LPFGW3432U4ZW,0,none,38.5,33.65,0,39,40,97940110.55,96244506.9,0.35,0.0179,0,1.0,0
13HYHDY9702E5ZQ,0,none,39.230000000000004,29.58,0,37,29,84588090.6,61883881.44,7.34,0.0125,0,1.0,0
36ICFMA1211A6ZI,0,none,39.67,36.76,0,36,36,99129864.01,90400061.23,1.93,0.0176,0,1.0,0
14YEYSE8923J4ZY,1,missing_returns,25.72,37.66,0,43,33,94086690.44,74584939.49,5.23,0.0151,0,,0
20YMHMW1541Z2ZO,0,none,24.33,36.56,0,38,36,100636754.29,97038492.42,0.74,0.0167,0,,0
24USYVV0648D7ZE,0,none,40.120000000000005,39.6,0,34,37,101648369.95,97422518.26,0.87,0.0141,0,1.0,1
12DTJYZ7755K3ZZ,0,none,26.96,46.54,0,48,42,121523612.27,114092615.22,1.3,0.017,0,,0
17LIKHC0936L3ZM,0,none,35.65,22.6,0,28,42,68563997.58,109555361.5,0.0,0.0137,0,1.0,0
20BOIXL0077J8ZE,0,none,27.39,37.55,0,38,27,100560709.45,62862070.48,11.99,0.0168,0,,0
32VDGNV3538D3ZJ,0,none,23.96,35.83,0,35,47,97915478.13,122674146.04,0.0,0.0145,0,,0
07GTDFO6069U8Z4,0,none,25.56,42.25,0,47,39,102886251.01,106246341.38,0.0,0.0162,0,,0
15OMZYV2052E7Z0,0,none,29.84,48.81,0,52,39,122562588.76,80247624.79,10.55,0.0153,0,,0
17JLFXE0536R5ZH,0,none,41.47,45.88,0,48,47,117672056.73,119946578.37,0.0,0.0133,0,1.0,1
19NBAAH9212C9ZH,0,none,37.57,30.27,0,31,46,83918348.36,119522159.9,0.0,0.0133,0,1.0,0
08XAIAL9538J4ZK,1,fake_itc,37.629999999999995,30.53,0,35,33,82428041.76,98015448.11,0.0,0.0132,0,1.0,0
18XZDNZ6717C7ZN,1,missing_returns,69.14,71.58,100,50,45,155181289.02,124214643.6,4.99,0.0148,1,,1
17TZCXQ2214X6Z4,0,none,23.41,33.63,0,36,37,85845351.63,98934912.07,0.0,0.0167,0,,0
06EWIGS1972L2Z1,0,none,41.510000000000005,40.6,0,40,32,109967809.01,86458306.38,5.44,0.0153,0,1.0,1
04KUHLV2481T1ZG,0,none,38.760000000000005,35.04,0,38,42,89211176.33,96353811.16,0.0,0.0149,0,1.0,0
11NWWWR8559B2ZS,0,none,35.07,20.27,0,38,40,75786197.25,109991588.53,0.0,0.0147,0,1.0,0
08XQPKE5020D3ZP,0,none,45.480000000000004,50.29,0,45,32,121106100.6,76574951.09,11.63,0.0174,0,1.0,1
32JBLKP4852O9Z3,0,none,35.620000000000005,22.47,0,28,39,74615230.43,99122886.82,0.0,0.0131,0,1.0,0
18FMXTJ0677P4ZA,0,none,45.39,47.78,0,40,29,107959381.95,63922198.2,13.78,0.0158,0,1.0,1
07CCHNI8077A5ZS,0,none,38.82,34.0,0,37,33,97333738.75,91548693.59,1.26,0.0149,0,1.0,0
10DIKHY7795N9ZO,0,none,26.14,42.5,0,36,45,111718750.37,101233764.74,2.07,0.0139,0,,0
20JRFBA7800W2ZY,1,sudden_spike,85.32,79.41,100,48,45,166778412.28,152523025.98,1.87,0.0182,1,1.0,1
29RRDQA5457C9ZG,0,none,25.73,41.61,0,43,39,109214390.98,102467857.5,1.32,0.016,0,,0
09GGILW3717Y7ZM,0,none,38.11,32.42,0,35,42,92446784.09,113232661.42,0.0,0.0161,0,1.0,0
14ARHRH1711T1ZE,1,fake_itc,74.28,37.14,100,38,41,99454984.19,138871612.25,0.0,0.0176,1,1.0,1
17XGLCO3523I1ZT,0,none,18.67,14.67,0,30,46,62518605.53,105423281.54,0.0,0.0165,0,,0
15CXEKK3861N6ZZ,0,none,39.739999999999995,38.91,0,40,44,102302432.28,102086895.12,0.04,0.0152,0,1.0,0
29YZVDY0566U9ZM,0,none,27.35,49.4,0,45,45,119036945.24,120327286.39,0.0,0.0175,0,,0
06UWESI3437H4ZW,0,none,39.08,36.34,0,33,53,87143704.51,163618936.85,0.0,0.0145,0,1.0,0
14BLTRN9782E3Z5,0,none,23.84,35.36,0,38,44,92919483.42,115183032.7,0.0,0.016,0,,0
23ASFPO2520P7ZW,0,none,26.12,43.13,0,44,43,107810664.85,100914294.34,1.37,0.0163,0,,0
32AXBII0844V1ZU,0,none,42.34,49.37,0,46,47,121219820.03,140396375.08,0.0,0.0177,0,1.0,1
19AKKWU7951Q7ZR,0,none,36.39,25.55,0,34,41,81917043.84,103932622.45,0.0,0.0133,0,1.0,0
19XKKFY6409O6ZL,0,none,36.739999999999995,26.98,0,33,49,78565232.6,124492390.0,0.0,0.0136,0,1.0,0
37REKCW7645X2ZQ,1,missing_returns,37.66,30.65,0,39,52,80778925.14,145016489.63,0.0,0.0125,0,1.0,0
29LVAAN9333F5ZS,0,none,43.44,50.56,0,48,44,123534990.65,106427012.73,3.21,0.0177,0,1.0,1
33SNRXL9781S2ZM,0,none,36.18,24.73,0,33,44,75738354.28,119999839.79,0.0,0.0174,0,1.0,0
23CWAGV8782X3Z8,0,none,23.24,32.95,0,35,32,81303328.39,94766975.0,0.0,0.0181,0,,0
16NRFJL7264H4ZD,1,sudden_spike,56.38,25.52,100,29,43,75529873.63,120751393.82,0.0,0.0181,1,,1
27HKNUG7899B6ZS,1,fake_itc,76.12,44.48,100,38,44,107882200.11,123162280.16,0.0,0.0166,1,1.0,1
23RBXOA6676U9ZR,0,none,35.019999999999996,20.07,0,36,45,68704358.51,100298782.42,0.0,0.0176,0,1.0,0
19JCBSJ7143C1ZC,0,none,41.769999999999996,47.08,0,49,49,110179111.07,111246317.31,0.0,0.0189,0,1.0,1
33PSJAB2238Y7ZP,0,none,50.87,74.33,0,54,38,151219823.41,103805747.84,9.14,0.017,0,1.0,1
12LUXEE4519G1ZU,0,none,38.7,34.79,0,36,46,83062297.61,105834055.84,0.0,0.0148,0,1.0,0
16SSAYL0817Q4ZJ,0,none,39.85,37.19,0,41,40,100878268.14,90794404.71,2.22,0.0167,0,1.0,0
12KMYYK5211Y5Z6,0,none,37.879999999999995,31.51,0,34,36,89138465.57,93165187.1,0.0,0.0124,0,1.0,0
17ZSXLM6275V8Z9,1,shell_company,40.96,38.28,0,39,36,99994781.68,78226094.43,5.57,0.0173,0,1.0,1
23PHLGK6865L2ZZ,0,none,35.9,23.58,0,35,39,73014846.67,95554089.8,0.0,0.0193,0,1.0,0
36FCOMK2625P8Z2,1,fake_itc,27.55,50.2,0,48,46,117539816.33,124062724.84,0.0,0.016,0,,0
15RCZAB5899F8Z5,0,none,38.629999999999995,34.5,0,33,39,92929193.39,105566447.9,0.0,0.0106,0,1.0,0
29NJRUS1060K8Z8,0,none,26.74,40.27,0,41,35,104732344.82,78536201.64,6.67,0.0182,0,,0
07GKCSW7300C4Z7,0,none,40.06,40.26,0,39,40,99924164.34,113318615.05,0.0,0.0169,0,1.0,1
20BTTRL7928Z1ZG,0,none,42.95,46.71,0,48,35,116297473.9,92646163.08,5.11,0.0159,0,1.0,1
08PMCXR3813X3ZQ,1,missing_returns,30.0,0.0,0,18,49,38549209.96,126139798.0,0.0,0.019,0,1.0,0
24PSOZZ1332A3ZK,0,none,38.67,34.67,0,33,46,87404404.83,123496976.68,0.0,0.0117,0,1.0,0
17BDTPB7929K6ZX,0,none,37.07,28.29,0,41,43,80829461.59,106943246.85,0.0,0.0184,0,1.0,0
07DEWBD6958H7ZY,0,none,40.370000000000005,41.48,0,42,52,108832597.22,133917548.0,0.0,0.0129,0,1.0,1
21AHPVM1943I6Z1,1,fake_itc,63.01,52.05,100,45,40,122976205.56,135835638.62,0.0,0.0172,1,,1
02QGHWN3560B7ZZ,1,missing_returns,75.64,42.57,100,36,41,104929835.73,119346571.45,0.0,0.0174,1,1.0,1
02VDVHS3895P3ZR,0,none,36.59,26.34,0,35,40,87123132.44,109599229.66,0.0,0.0169,0,1.0,0
08CSRUR0945V1Z7,0,none,41.15,44.6,0,38,47,103442139.53,106166452.1,0.0,0.0157,0,1.0,1
27BRZQN0323D7ZV,0,none,28.09,44.76,0,49,32,114000679.64,82572985.45,7.61,0.019,0,,0
33XMJPT2170H5Z3,0,none,37.29,29.17,0,34,47,84616058.96,115707071.96,0.0,0.0167,0,1.0,0
09WIHQC0822H9ZW,0,none,33.08,12.32,0,25,41,57038665.57,114431299.16,0.0,0.0121,0,1.0,0
16GTONC4776T7Z8,1,fake_itc,25.68,40.09,0,43,37,108003220.31,95448338.29,2.63,0.0161,0,,0
22RCJZY5571G1Z4,0,none,43.0,45.16,0,46,38,115626531.61,86117456.56,6.85,0.0192,0,1.0,1
11MRLBM6696U3ZT,0,none,40.39,41.57,0,41,43,107263691.1,112800634.95,0.0,0.0159,0,1.0,1
16IPLCV3798P4ZH,0,none,39.53,38.12,0,38,44,99788751.8,115429729.09,0.0,0.0157,0,1.0,0
11PUXOH4257Z1ZA,0,none,39.41,37.62,0,42,49,90928440.64,135321112.58,0.0,0.0171,0,1.0,0
16DEEUJ8401J3ZH,0,none,37.33,29.33,0,40,38,82239481.12,89720925.07,0.0,0.016,0,1.0,0
06YNVAG9987J8ZC,0,none,38.64,34.57,0,33,53,95034641.73,129562278.0,0.0,0.014,0,1.0,0
20ATQOK6279H6Z0,0,none,37.57,30.28,0,31,41,86610838.21,92063930.78,0.0,0.0184,0,1.0,0
03XWWZM6908F3ZD,1,fake_itc,41.1,42.58,0,44,32,103953038.3,95245519.44,1.83,0.0207,0,1.0,1
19GSJTN5238D1ZF,0,none,44.519999999999996,49.91,0,49,31,118393748.02,84027036.79,8.18,0.019,0,1.0,1
15VXPCD4574B7Z6,0,none,41.5,39.04,0,43,29,110077096.24,81698246.69,6.95,0.0197,0,1.0,1
14UEYFL2906K1ZZ,0,none,41.010000000000005,39.96,0,39,31,97676753.19,81077886.49,4.09,0.0166,0,1.0,1
02YSJVH0948Y6Z1,1,fake_itc,26.48,43.91,0,43,35,110358419.85,100209876.04,2.03,0.0153,0,,0
27QRSKW1150A1ZH,0,none,47.32,58.02,0,43,36,124212828.68,79453601.79,11.27,0.0162,0,1.0,1
15NMCTG8113X9ZO,0,none,23.51,34.04,0,41,37,95086600.58,114587086.87,0.0,0.015,0,,0
21SWFGI1244O9Z0,0,none,39.44,34.66,0,38,36,89947800.59,77899512.92,3.09,0.017,0,1.0,0
01XPWDX1747T4ZN,0,none,29.5,53.4,0,46,40,120047745.15,97572500.06,4.61,0.0178,0,,0
05KPRZX0366V9ZD,0,none,23.11,32.45,0,37,35,91841598.21,108215269.74,0.0,0.0149,0,,0
15IYFNT7594V9ZR,0,none,41.010000000000005,44.03,0,46,48,110909490.06,121330739.12,0.0,0.0171,0,1.0,1
01CFOGJ9685J3ZO,0,none,39.39,37.56,0,43,43,99520195.71,113190008.46,0.0,0.0188,0,1.0,0
02BWYYG8400L4ZZ,0,none,23.92,35.69,0,36,57,89640967.98,141420642.01,0.0,0.0189,0,,0
16CMGQN8164N1Z1,0,none,42.769999999999996,51.1,0,48,45,116856883.51,117476991.05,0.0,0.0157,0,1.0,1
13AZJWC8815C1Z4,0,none,38.230000000000004,32.9,0,37,46,91511268.4,120472803.46,0.0,0.0148,0,1.0,0
29GPIZR1959E9Z0,0,none,40.2,39.43,0,41,41,100938781.93,94393261.2,1.39,0.0145,0,1.0,1
11QOFXR7996F3ZB,0,none,41.08,40.45,0,36,42,108481100.79,90864409.35,3.88,0.0167,0,1.0,1
05IIUBF8567Y8ZX,0,none,23.45,33.82,0,36,42,95107244.23,97310334.65,0.0,0.0133,0,,0
10QSWNJ2992C3Z2,0,none,43.64,46.28,0,46,32,116844332.88,82574803.83,8.3,0.0143,0,1.0,1
17UHMVQ1959C7Z4,1,fake_itc,63.1,52.41,100,42,52,126570686.11,142762783.29,0.0,0.0149,1,,1
08HEZMF0349D8ZE,0,none,24.08,32.55,0,43,38,93765235.97,78902059.52,3.77,0.0157,0,,0
02AAVFB8672R1ZQ,0,none,41.25,43.21,0,44,44,109544578.76,100639213.16,1.77,0.0159,0,1.0,1
32UQEJQ8854P3ZR,0,none,28.47,48.27,0,43,37,116601445.91,90972847.26,5.63,0.0139,0,,0
10IBTTX4509U9ZM,0,none,37.22,28.87,0,39,50,87038684.8,118662906.51,0.0,0.0198,0,1.0,0
10MBZZC5766W1Z6,0,none,40.97,42.31,0,39,40,105000909.42,97381338.4,1.56,0.0163,0,1.0,1
24JKONU5503N2ZY,0,none,40.09,39.0,0,40,42,92858014.95,86954851.74,1.36,0.0149,0,1.0,1
22AVVLU3979X7ZX,0,none,39.94,34.43,0,35,30,90839548.58,71700577.21,5.34,0.0159,0,1.0,0
37MLFRU5040N9ZI,0,none,41.89,42.99,0,41,37,105392086.17,85802483.03,4.57,0.0216,0,1.0,1
32XOHUR9745M6Z2,0,none,38.480000000000004,33.94,0,38,46,97774187.47,97898546.68,0.0,0.0169,0,1.0,0
12GKTTE9991H4ZA,0,none,46.33,61.78,0,51,43,131117410.18,111328729.75,3.55,0.0185,0,1.0,1
06UNXZZ7958K8ZZ,0,none,18.63,14.53,0,30,32,59899439.68,89152122.01,0.0,0.0148,0,,0
32RLTSV6701V2ZW,0,none,35.92,23.67,0,31,35,71598867.08,77706287.4,0.0,0.0168,0,1.0,0
19VIWAO8531W8ZK,0,none,33.22,55.25,0,48,26,126710189.45,67323560.83,17.64,0.0189,0,,0
13GFJUS0619U7Z3,0,none,40.7,42.73,0,46,41,110046596.41,109737344.82,0.06,0.0139,0,1.0,1
18RBXGW3840V2Z6,0,none,46.66,51.95,0,39,31,111118546.92,64086877.63,14.68,0.0141,0,1.0,1
11SOPSB8985V1ZJ,0,none,43.82,51.76,0,48,41,116744324.77,99254670.71,3.52,0.0143,0,1.0,1
21KIEIC9020P5ZF,1,shell_company,40.03,40.12,0,40,47,105299107.24,114591554.29,0.0,0.0155,0,1.0,1
11CZYWY3549J2ZW,0,none,22.75,31.02,0,36,48,85728194.53,109323796.28,0.0,0.0132,0,,0
07GKIKA4221Z6ZA,0,none,19.56,18.24,0,30,30,68990988.3,73800271.75,0.0,0.0164,0,,0
09LUQPV6646G5ZE,0,none,24.76,39.05,0,40,41,95781366.95,101163340.19,0.0,0.0161,0,,0
18YHPRI3002L2Z7,0,none,42.519999999999996,48.92,0,44,48,118054047.69,111652422.33,1.15,0.0162,0,1.0,1
20DSQKC9140J2ZL,0,none,43.05,50.23,0,47,45,118576533.95,107886048.16,1.98,0.0155,0,1.0,1
27GNTST5510B2ZY,0,none,40.239999999999995,37.86,0,44,38,100078116.81,86611528.39,3.11,0.0154,0,1.0,1
22GYKIZ1537D2ZK,0,none,23.83,35.32,0,35,42,91443552.86,107329989.23,0.0,0.014,0,,0
24XFWLW7129U3ZR,0,none,45.0,54.37,0,46,38,120561072.9,94113606.44,5.62,0.0158,0,1.0,1
15KROAQ0469E4ZO,1,shell_company,22.94,31.77,0,34,38,86141398.2,92624760.84,0.0,0.0153,0,,0
07CJJET8779W1ZR,0,none,37.79,30.07,0,36,34,88903596.33,84384459.48,1.07,0.0124,0,1.0,0
22MTLER5062M9ZK,1,circular_trading,36.620000000000005,26.49,0,32,48,79416642.53,115324069.92,0.0,0.0153,0,1.0,0
01FLQQS9668E3ZN,0,none,42.31,47.37,0,43,37,106674718.89,97575881.89,1.86,0.0196,0,1.0,1
15ZOFNC3131Q8Z8,0,none,39.66,28.98,0,29,29,90143220.29,60833630.5,9.64,0.0163,0,1.0,0
15HCLFG0427M6ZL,0,none,44.04,48.94,0,43,32,112679605.89,82785842.48,7.22,0.0144,0,1.0,1
09HGNGS1939Y9Z2,0,none,39.129999999999995,36.53,0,43,42,100722729.54,102544524.66,0.0,0.0157,0,1.0,0
23ODILX4371N3ZL,0,none,41.15,44.58,0,43,46,108594702.58,123507608.04,0.0,0.0152,0,1.0,1
04GWOMH2943Q4ZA,0,none,41.19,43.96,0,39,38,101214043.52,97358069.65,0.79,0.0181,0,1.0,1
33ZWNAM5058F1ZI,1,sudden_spike,21.61,26.44,0,32,43,76361321.51,117581215.81,0.0,0.0151,0,,0
29PTFIG5274Y3ZA,0,none,42.510000000000005,37.87,0,36,25,96967546.16,60251108.16,12.19,0.0126,0,1.0,1
37EMOUV8578Q4ZV,0,none,41.05,43.22,0,50,40,113100004.9,107854695.15,0.97,0.0192,0,1.0,1
06VHOWM6045P2ZW,0,none,36.72,26.86,0,34,44,80852145.14,109708931.84,0.0,0.0154,0,1.0,0
01NXOPV1651L2ZL,0,none,40.019999999999996,40.06,0,45,47,105920956.13,115796552.47,0.0,0.0174,0,1.0,1
02AOQLR5914L1ZP,0,none,37.11,28.43,0,35,42,84267688.78,115235606.93,0.0,0.0137,0,1.0,0
08MSPUU7164I9ZN,0,none,24.14,36.56,0,44,39,94897873.38,105151639.48,0.0,0.0182,0,,0
37RLXLM3998Z6ZU,0,none,45.42,60.03,0,48,40,127017188.48,117308215.19,1.66,0.0162,0,1.0,1
33RBMCV7792G4ZZ,0,none,30.48,55.83,0,45,38,123869796.9,94963914.23,6.09,0.0132,0,,0
16EGYTC3996N7ZP,0,none,44.9,52.42,0,52,41,130386577.08,95960498.15,7.18,0.0167,0,1.0,1
15BCIDX1867T6ZQ,0,none,41.22,40.7,0,42,36,111649331.68,92403905.19,4.17,0.0157,0,1.0,1
22PDFKK3122O5ZB,0,none,38.120000000000005,32.47,0,31,37,81691403.76,95451820.16,0.0,0.0119,0,1.0,0
04VAKOE8237S6ZF,0,none,47.78,59.23,0,48,33,124981040.63,78345451.0,11.91,0.0161,0,1.0,1
19MRIIZ5384R1ZN,1,shell_company,28.99,55.15,0,44,45,119410787.08,114778420.61,0.81,0.0179,0,,0
20FZHHN6094K7Z8,1,circular_trading,42.45,48.6,0,43,36,110680193.55,104353413.91,1.21,0.0175,0,1.0,1
36EKPTK3096W1Z2,1,shell_company,75.66,42.65,100,37,39,107081664.45,134226425.42,0.0,0.0162,1,1.0,1
01RLACJ1543D1ZU,0,none,16.59,6.34,0,23,29,46929689.82,75527370.01,0.0,0.0264,0,,0
16HHRSF1587M6ZQ,1,missing_returns,40.44,41.75,0,43,50,106033566.62,132306540.33,0.0,0.0136,0,1.0,1
29DZNND4965M4ZL,1,circular_trading,39.44,34.16,0,41,37,93130253.91,78952726.53,3.59,0.0173,0,1.0,0
07AQNML2739R2ZF,1,missing_returns,77.11,48.43,100,36,42,120296052.86,129886962.95,0.0,0.014,1,1.0,1
